Ensembl Gene ID	UniProt Gene Name
ENSMUSG00000095526	
ENSMUSG00000104943	
ENSMUSG00000045503	Q78S06
ENSMUSG00000085853	
ENSMUSG00000030161	Q8R3R8
ENSMUSG00000035561	Q9CZS1
ENSMUSG00000079593	
ENSMUSG00000036339	Q8BMD6
ENSMUSG00000048402	A5AA27
ENSMUSG00000048402	A5A9W3
ENSMUSG00000048402	A5A9W5
ENSMUSG00000048402	A5AA25
ENSMUSG00000048402	A5AA26
ENSMUSG00000048402	Q0VGT2
ENSMUSG00000070943	Q8VFP5
ENSMUSG00000004709	Q3TAZ6
ENSMUSG00000004709	Q07763
ENSMUSG00000053957	
ENSMUSG00000020477	Q9CQV5
ENSMUSG00000028825	
ENSMUSG00000042677	Q5D1E7
ENSMUSG00000103275	
ENSMUSG00000107002	
ENSMUSG00000030203	Q6PCP3
ENSMUSG00000030203	Q8BZE4
ENSMUSG00000095870	J3QP15
ENSMUSG00000028141	
ENSMUSG00000060198	
ENSMUSG00000105132	
ENSMUSG00000021959	Q8VHE2
ENSMUSG00000021959	Q8VHE1
ENSMUSG00000021959	Q7TSJ6
ENSMUSG00000066553	
ENSMUSG00000025261	Q7TMY8
ENSMUSG00000033578	Q9D328
ENSMUSG00000099642	
ENSMUSG00000030410	Q08274
ENSMUSG00000108141	
ENSMUSG00000070667	
ENSMUSG00000046259	O70559
ENSMUSG00000024677	Q99N09
ENSMUSG00000086155	
ENSMUSG00000030341	Q3U479
ENSMUSG00000030341	P25118
ENSMUSG00000107658	
ENSMUSG00000025330	Q9Z183
ENSMUSG00000106148	
ENSMUSG00000074182	Q3UFB2
ENSMUSG00000096269	
ENSMUSG00000057522	Q6ZWS8
ENSMUSG00000083238	
ENSMUSG00000075316	Q62205
ENSMUSG00000049530	B2RVW2
ENSMUSG00000027965	Q3UVC5
ENSMUSG00000027965	P63056
ENSMUSG00000098705	
ENSMUSG00000042474	
ENSMUSG00000082242	
ENSMUSG00000024188	Q9CYI4
ENSMUSG00000021190	A2RTI3
ENSMUSG00000021190	O89017
ENSMUSG00000085886	
ENSMUSG00000045775	G5E8K6
ENSMUSG00000054446	Q7TPZ8
ENSMUSG00000092148	
ENSMUSG00000099662	
ENSMUSG00000101286	
ENSMUSG00000102274	
ENSMUSG00000028626	
ENSMUSG00000035189	Q8CA69
ENSMUSG00000035189	Q8C5H1
ENSMUSG00000095089	
ENSMUSG00000100571	
ENSMUSG00000080855	
ENSMUSG00000026814	Q3UAM9
ENSMUSG00000026814	Q63961
ENSMUSG00000084028	
ENSMUSG00000085423	
ENSMUSG00000082256	
ENSMUSG00000029328	D3YTQ3
ENSMUSG00000099852	
ENSMUSG00000099832	
ENSMUSG00000059361	Q5HZK2
ENSMUSG00000075391	
ENSMUSG00000031221	Q61249
ENSMUSG00000100254	
ENSMUSG00000104514	
ENSMUSG00000028451	Q3V0W6
ENSMUSG00000106843	
ENSMUSG00000027737	Q542C8
ENSMUSG00000027737	Q9WTR6
ENSMUSG00000070934	Q80X95
ENSMUSG00000083483	
ENSMUSG00000093426	
ENSMUSG00000055491	Q6NZN1
ENSMUSG00000100430	
ENSMUSG00000092107	
ENSMUSG00000101809	
ENSMUSG00000062751	Q9Z1R9
ENSMUSG00000084259	
ENSMUSG00000068154	Q05BD7
ENSMUSG00000068154	Q63ZV0
ENSMUSG00000032459	Q9CXW2
ENSMUSG00000092622	Q9CWU5
ENSMUSG00000087301	
ENSMUSG00000038135	Q8VHL5
ENSMUSG00000099841	
ENSMUSG00000026480	O70145
ENSMUSG00000091866	
ENSMUSG00000082898	
ENSMUSG00000049580	Q08EE6
ENSMUSG00000049580	Q8CBR6
ENSMUSG00000101960	
ENSMUSG00000105883	
ENSMUSG00000059588	A2AR99
ENSMUSG00000059588	Q9R1W5
ENSMUSG00000043119	Q8VES9
ENSMUSG00000082682	
ENSMUSG00000036639	P53368
ENSMUSG00000091286	
ENSMUSG00000028398	Q9CQ00
ENSMUSG00000099972	
ENSMUSG00000086485	
ENSMUSG00000030983	Q9CWI3
ENSMUSG00000107178	
ENSMUSG00000028413	B1AXY5
ENSMUSG00000028413	Q3U478
ENSMUSG00000028413	P15535
ENSMUSG00000101354	
ENSMUSG00000085465	
ENSMUSG00000003308	Q9Z2X8
ENSMUSG00000071646	Q9R190
ENSMUSG00000085801	
ENSMUSG00000100441	
ENSMUSG00000082185	
ENSMUSG00000017837	Q9CR56
ENSMUSG00000025007	Q9Z110
ENSMUSG00000093626	
ENSMUSG00000097086	
ENSMUSG00000030614	Q9D1R1
ENSMUSG00000095890	
ENSMUSG00000099573	
ENSMUSG00000106947	
ENSMUSG00000105370	
ENSMUSG00000030269	Q8VEL2
ENSMUSG00000081391	
ENSMUSG00000098284	
ENSMUSG00000108589	
ENSMUSG00000090074	
ENSMUSG00000103595	
ENSMUSG00000022594	
ENSMUSG00000039518	Q7TPC1
ENSMUSG00000068062	
ENSMUSG00000105551	
ENSMUSG00000044749	Q8K441
ENSMUSG00000041700	Q80SV1
ENSMUSG00000031351	G5E8W8
ENSMUSG00000106715	
ENSMUSG00000106637	
ENSMUSG00000099702	
ENSMUSG00000000184	Q4FK45
ENSMUSG00000000184	Q9D8L9
ENSMUSG00000000184	P30280
ENSMUSG00000009070	Q9D3W1
ENSMUSG00000095762	
ENSMUSG00000028898	Q80VC6
ENSMUSG00000034416	
ENSMUSG00000090535	
ENSMUSG00000053368	Q91ZZ5
ENSMUSG00000098439	
ENSMUSG00000107047	
ENSMUSG00000061111	Q3UGS4
ENSMUSG00000031367	Q8BW87
ENSMUSG00000031367	Q3TIV9
ENSMUSG00000031367	Q9DB50
ENSMUSG00000090489	
ENSMUSG00000028194	D3YU15
ENSMUSG00000028194	Q9CWS0
ENSMUSG00000055030	O70556
ENSMUSG00000108373	
ENSMUSG00000084780	
ENSMUSG00000083165	
ENSMUSG00000066141	
ENSMUSG00000083697	
ENSMUSG00000079523	A6H6H4
ENSMUSG00000079523	Q6ZWY8
ENSMUSG00000100022	
ENSMUSG00000107526	
ENSMUSG00000079560	P02831
ENSMUSG00000092494	
ENSMUSG00000030000	Q9QYB8
ENSMUSG00000027944	A0A0G2JE46
ENSMUSG00000027944	B9EJR4
ENSMUSG00000027944	O35387
ENSMUSG00000092349	
ENSMUSG00000037890	Q3UGF1
ENSMUSG00000016128	Q923Q2
ENSMUSG00000046694	Q8C152
ENSMUSG00000084788	
ENSMUSG00000031730	O35435
ENSMUSG00000042055	G5E8J3
ENSMUSG00000034145	D6RI74
ENSMUSG00000034145	Q8CBX0
ENSMUSG00000090293	
ENSMUSG00000076591	
ENSMUSG00000033253	A2A9C3
ENSMUSG00000032118	Q8K0X8
ENSMUSG00000024378	Q80SX0
ENSMUSG00000087600	
ENSMUSG00000100267	
ENSMUSG00000081328	
ENSMUSG00000037112	
ENSMUSG00000106800	
ENSMUSG00000034555	A2RT18
ENSMUSG00000003974	Q9QYS2
ENSMUSG00000097550	
ENSMUSG00000083932	
ENSMUSG00000086344	
ENSMUSG00000048206	Q9QYI7
ENSMUSG00000022598	Q9D7U0
ENSMUSG00000018143	Q3UP84
ENSMUSG00000018143	Q61827
ENSMUSG00000108236	
ENSMUSG00000034422	Q2EMV9
ENSMUSG00000087009	
ENSMUSG00000025129	Q9D119
ENSMUSG00000095608	
ENSMUSG00000102632	
ENSMUSG00000005043	Q9EQ08
ENSMUSG00000005043	G3XA02
ENSMUSG00000101311	
ENSMUSG00000027967	Q6GTH9
ENSMUSG00000106308	
ENSMUSG00000102478	
ENSMUSG00000056941	Q56A13
ENSMUSG00000056941	Q8BG94
ENSMUSG00000074627	
ENSMUSG00000024118	
ENSMUSG00000081523	
ENSMUSG00000081440	
ENSMUSG00000028228	Q8BT60
ENSMUSG00000103849	
ENSMUSG00000020459	Q91YJ5
ENSMUSG00000101705	
ENSMUSG00000107894	
ENSMUSG00000105184	
ENSMUSG00000021782	
ENSMUSG00000081556	
ENSMUSG00000108371	
ENSMUSG00000082085	
ENSMUSG00000083424	
ENSMUSG00000028836	Q2HJ10
ENSMUSG00000092230	
ENSMUSG00000100198	
ENSMUSG00000035725	Q922R0
ENSMUSG00000075112	Q7TR09
ENSMUSG00000071750	
ENSMUSG00000096078	
ENSMUSG00000020682	Q8BG29
ENSMUSG00000020682	Q8CGV5
ENSMUSG00000020682	Q8CGV8
ENSMUSG00000102861	
ENSMUSG00000099485	
ENSMUSG00000100528	
ENSMUSG00000086850	
ENSMUSG00000034266	O35284
ENSMUSG00000082829	
ENSMUSG00000102200	
ENSMUSG00000101246	
ENSMUSG00000090302	
ENSMUSG00000055971	Q8VGT2
ENSMUSG00000108314	
ENSMUSG00000028298	A0A0F7RQH1
ENSMUSG00000028298	P01216
ENSMUSG00000108685	
ENSMUSG00000039013	Q80ZE2
ENSMUSG00000039013	B7ZN64
ENSMUSG00000039013	Q920G3
ENSMUSG00000106888	
ENSMUSG00000085771	
ENSMUSG00000047046	
ENSMUSG00000038740	Q6KAU4
ENSMUSG00000089636	
ENSMUSG00000081532	
ENSMUSG00000045150	Q7TR29
ENSMUSG00000103952	
ENSMUSG00000084978	
ENSMUSG00000080065	
ENSMUSG00000050635	O70557
ENSMUSG00000029442	G3X9E9
ENSMUSG00000029442	B2RR19
ENSMUSG00000043219	Q0VEU7
ENSMUSG00000043219	P09092
ENSMUSG00000106516	
ENSMUSG00000078864	
ENSMUSG00000107725	
ENSMUSG00000086923	
ENSMUSG00000055027	Q3UQT9
ENSMUSG00000055027	Q8BMV4
ENSMUSG00000055027	P97443
ENSMUSG00000106116	
ENSMUSG00000078934	
ENSMUSG00000105470	
ENSMUSG00000040565	
ENSMUSG00000052539	G5E8T6
ENSMUSG00000081720	
ENSMUSG00000003929	
ENSMUSG00000006010	Q4PJX1
ENSMUSG00000039328	
ENSMUSG00000083037	
ENSMUSG00000029126	Q62092
ENSMUSG00000040152	Q80YQ1
ENSMUSG00000105835	
ENSMUSG00000098800	
ENSMUSG00000038518	Q62315
ENSMUSG00000102599	
ENSMUSG00000034456	Q3UEL5
ENSMUSG00000034456	Q8VC12
ENSMUSG00000038209	D9J349
ENSMUSG00000038209	O88310
ENSMUSG00000097256	
ENSMUSG00000106356	
ENSMUSG00000089871	
ENSMUSG00000042670	Q9CQU8
ENSMUSG00000101898	
ENSMUSG00000100389	
ENSMUSG00000029725	Q9D8C8
ENSMUSG00000051596	
ENSMUSG00000050592	A2ATN4
ENSMUSG00000050592	Q8C552
ENSMUSG00000042414	E9Q3T6
ENSMUSG00000101946	Q8VGG8
ENSMUSG00000044649	
ENSMUSG00000103981	
ENSMUSG00000056144	
ENSMUSG00000027560	Q91ZM9
ENSMUSG00000029718	Q3UIP2
ENSMUSG00000029718	Q61398
ENSMUSG00000087205	
ENSMUSG00000063511	A2RS68
ENSMUSG00000063511	Q62376
ENSMUSG00000106430	
ENSMUSG00000103010	
ENSMUSG00000104999	
ENSMUSG00000022898	O35075
ENSMUSG00000101382	
ENSMUSG00000020393	Q99N43
ENSMUSG00000091471	
ENSMUSG00000108751	
ENSMUSG00000094430	
ENSMUSG00000104994	
ENSMUSG00000072723	
ENSMUSG00000082129	
ENSMUSG00000039316	Q6A0D4
ENSMUSG00000063015	Q9Z2V9
ENSMUSG00000108354	
ENSMUSG00000084149	
ENSMUSG00000040209	Q9ERQ3
ENSMUSG00000026944	A2AJ26
ENSMUSG00000057067	Q7TS07
ENSMUSG00000098434	
ENSMUSG00000108727	
ENSMUSG00000103610	
ENSMUSG00000034538	Q8BFS8
ENSMUSG00000025915	A0A087WR70
ENSMUSG00000025915	Q9ERE3
ENSMUSG00000028128	
ENSMUSG00000108774	
ENSMUSG00000051969	Q6R5P0
ENSMUSG00000090073	
ENSMUSG00000103856	
ENSMUSG00000015748	Q922U1
ENSMUSG00000030344	O88987
ENSMUSG00000078887	Q8C1K5
ENSMUSG00000106617	
ENSMUSG00000083387	
ENSMUSG00000026223	Q91VK4
ENSMUSG00000101439	
ENSMUSG00000036875	Q6ZQJ5
ENSMUSG00000026959	P35438
ENSMUSG00000085484	
ENSMUSG00000101664	
ENSMUSG00000022770	Q811D0
ENSMUSG00000086762	
ENSMUSG00000021281	Q61333
ENSMUSG00000086884	
ENSMUSG00000018821	Q9D7H4
ENSMUSG00000082590	
ENSMUSG00000108113	
ENSMUSG00000012520	Q8C741
ENSMUSG00000012520	O35690
ENSMUSG00000083973	
ENSMUSG00000102630	
ENSMUSG00000010066	Q6PHS9
ENSMUSG00000071337	Q564E7
ENSMUSG00000071337	Q8CII5
ENSMUSG00000071337	Q80ZW7
ENSMUSG00000071337	G5E8L2
ENSMUSG00000071337	P52912
ENSMUSG00000037376	Q8CE96
ENSMUSG00000061482	B2RTM0
ENSMUSG00000061482	P62806
ENSMUSG00000108599	
ENSMUSG00000047115	Q8C790
ENSMUSG00000089735	
ENSMUSG00000105644	
ENSMUSG00000038425	E9QJU6
ENSMUSG00000074679	Q3V2L0
ENSMUSG00000079146	
ENSMUSG00000082549	
ENSMUSG00000029223	Q9R0P9
ENSMUSG00000031202	Q0PD14
ENSMUSG00000031202	Q8BHC1
ENSMUSG00000098387	P0DJF2
ENSMUSG00000061731	Q3V1P4
ENSMUSG00000061731	P97464
ENSMUSG00000085517	
ENSMUSG00000020653	Q8K1S5
ENSMUSG00000082052	
ENSMUSG00000031290	Q3UMG5
ENSMUSG00000076555	
ENSMUSG00000026238	Q0VGU2
ENSMUSG00000026238	A0A087WP98
ENSMUSG00000026238	P26350
ENSMUSG00000102551	
ENSMUSG00000092281	
ENSMUSG00000047031	
ENSMUSG00000021660	Q3UJR8
ENSMUSG00000021660	Q64152
ENSMUSG00000019817	Q9JLQ4
ENSMUSG00000019817	Q3UQW2
ENSMUSG00000067189	
ENSMUSG00000003808	Q8C0C7
ENSMUSG00000032485	Q6GQT6
ENSMUSG00000107405	
ENSMUSG00000054252	Q61563
ENSMUSG00000054252	Q7TSI8
ENSMUSG00000054477	B4YDY0
ENSMUSG00000054477	P58390
ENSMUSG00000070284	Q8BTZ7
ENSMUSG00000108535	
ENSMUSG00000092293	
ENSMUSG00000092466	
ENSMUSG00000101971	
ENSMUSG00000000628	O08528
ENSMUSG00000034349	Q3U763
ENSMUSG00000034349	Q8CG47
ENSMUSG00000055320	Q3USK5
ENSMUSG00000055320	Q3UFP5
ENSMUSG00000055320	Q6PAQ8
ENSMUSG00000081420	
ENSMUSG00000080843	
ENSMUSG00000027652	
ENSMUSG00000022890	P97450
ENSMUSG00000100803	
ENSMUSG00000098140	
ENSMUSG00000079693	
ENSMUSG00000098079	
ENSMUSG00000057461	Q7TRR7
ENSMUSG00000081329	
ENSMUSG00000102641	
ENSMUSG00000100873	
ENSMUSG00000092032	
ENSMUSG00000070424	B7ZMV7
ENSMUSG00000070424	P70352
ENSMUSG00000075061	Q8VGN8
ENSMUSG00000017000	Q9D268
ENSMUSG00000059714	Q540I4
ENSMUSG00000059714	O08917
ENSMUSG00000083392	
ENSMUSG00000101835	
ENSMUSG00000030713	A0A0B6VPC4
ENSMUSG00000030713	Q91VE3
ENSMUSG00000105961	
ENSMUSG00000084790	
ENSMUSG00000081449	
ENSMUSG00000108401	
ENSMUSG00000030364	Q8C1T8
ENSMUSG00000038116	Q8BLG0
ENSMUSG00000025916	Q8R1Z4
ENSMUSG00000034723	Q0P5W2
ENSMUSG00000034723	Q8C0L0
ENSMUSG00000083462	
ENSMUSG00000095398	
ENSMUSG00000072704	
ENSMUSG00000011349	Q8CGW9
ENSMUSG00000001583	Q99ML2
ENSMUSG00000037627	G3UYX5
ENSMUSG00000100042	
ENSMUSG00000044664	Q8VIF2
ENSMUSG00000105267	
ENSMUSG00000102536	
ENSMUSG00000016494	Q543B6
ENSMUSG00000016494	Q543Y2
ENSMUSG00000016494	Q64314
ENSMUSG00000104944	
ENSMUSG00000076758	
ENSMUSG00000100447	
ENSMUSG00000105388	
ENSMUSG00000028382	Q8BHD7
ENSMUSG00000083226	
ENSMUSG00000019854	O54916
ENSMUSG00000031258	Q5GH68
ENSMUSG00000073980	
ENSMUSG00000082976	
ENSMUSG00000101277	
ENSMUSG00000106464	
ENSMUSG00000051590	E9Q3S4
ENSMUSG00000045410	Q8CEB6
ENSMUSG00000045410	Q9DCT1
ENSMUSG00000013483	Q99KF0
ENSMUSG00000029201	Q3TS38
ENSMUSG00000029201	O70475
ENSMUSG00000083073	
ENSMUSG00000108364	
ENSMUSG00000070997	
ENSMUSG00000084185	
ENSMUSG00000100607	
ENSMUSG00000105548	
ENSMUSG00000028343	Q9D1Q6
ENSMUSG00000032803	Q4VAA2
ENSMUSG00000101399	
ENSMUSG00000075079	
ENSMUSG00000085881	
ENSMUSG00000078622	Q0VBU4
ENSMUSG00000078622	Q9D024
ENSMUSG00000081692	
ENSMUSG00000000901	Q3UQT3
ENSMUSG00000000901	Q02853
ENSMUSG00000097149	
ENSMUSG00000051008	
ENSMUSG00000105720	
ENSMUSG00000024986	P43120
ENSMUSG00000085320	
ENSMUSG00000091754	A6NAV4
ENSMUSG00000037885	Q80ZW0
ENSMUSG00000048540	Q64221
ENSMUSG00000094878	Q8VFC1
ENSMUSG00000026425	Q91Z67
ENSMUSG00000094764	Q8VGJ7
ENSMUSG00000082238	
ENSMUSG00000103000	
ENSMUSG00000044042	Q05860
ENSMUSG00000019789	Q0VGJ1
ENSMUSG00000019789	Q9QUS4
ENSMUSG00000001285	Q9JK81
ENSMUSG00000083257	
ENSMUSG00000100631	Q7TRA0
ENSMUSG00000070383	Q7TRX7
ENSMUSG00000097145	
ENSMUSG00000107129	
ENSMUSG00000101886	
ENSMUSG00000097433	
ENSMUSG00000085295	
ENSMUSG00000105711	
ENSMUSG00000108305	
ENSMUSG00000103244	
ENSMUSG00000036172	Q5UKY4
ENSMUSG00000038704	Q9DCQ2
ENSMUSG00000086587	
ENSMUSG00000097653	
ENSMUSG00000009569	Q5DTZ3
ENSMUSG00000009569	G3X8R8
ENSMUSG00000009569	Q8R2L3
ENSMUSG00000018199	Q3TJ75
ENSMUSG00000018199	O08848
ENSMUSG00000058706	
ENSMUSG00000090171	P70691
ENSMUSG00000107861	
ENSMUSG00000052926	Q05C51
ENSMUSG00000052926	Q9CWY8
ENSMUSG00000037791	Q3U2C9
ENSMUSG00000037791	Q5SPL2
ENSMUSG00000050772	
ENSMUSG00000036892	Q8VCZ9
ENSMUSG00000087241	
ENSMUSG00000103179	
ENSMUSG00000027175	Q8BTG3
ENSMUSG00000085599	
ENSMUSG00000076861	
ENSMUSG00000092094	
ENSMUSG00000087238	
ENSMUSG00000090839	
ENSMUSG00000037315	Q6IE82
ENSMUSG00000045411	Q3TE80
ENSMUSG00000053111	Q9DAM9
ENSMUSG00000086160	
ENSMUSG00000089762	Q99J55
ENSMUSG00000105980	
ENSMUSG00000090643	
ENSMUSG00000075102	
ENSMUSG00000093898	
ENSMUSG00000037979	Q8VDN4
ENSMUSG00000082749	
ENSMUSG00000078753	B1B0N6
ENSMUSG00000099478	
ENSMUSG00000028414	Q8K4R2
ENSMUSG00000028414	Q8R507
ENSMUSG00000104212	
ENSMUSG00000106531	
ENSMUSG00000094497	
ENSMUSG00000095159	
ENSMUSG00000096927	
ENSMUSG00000108187	
ENSMUSG00000033963	
ENSMUSG00000092258	
ENSMUSG00000061751	A2CG49
ENSMUSG00000024295	
ENSMUSG00000071072	Q9R0Q7
ENSMUSG00000084088	
ENSMUSG00000097969	
ENSMUSG00000026755	Q9D898
ENSMUSG00000083054	
ENSMUSG00000097133	
ENSMUSG00000081529	
ENSMUSG00000037447	Q3U108
ENSMUSG00000081620	
ENSMUSG00000038957	A0ELI5
ENSMUSG00000038957	Q8K2D3
ENSMUSG00000101348	
ENSMUSG00000108190	
ENSMUSG00000097525	
ENSMUSG00000035632	Q8K0V4
ENSMUSG00000108346	
ENSMUSG00000100636	
ENSMUSG00000096284	O70619
ENSMUSG00000049657	Q7TQG0
ENSMUSG00000092181	
ENSMUSG00000082614	
ENSMUSG00000106009	
ENSMUSG00000038521	
ENSMUSG00000101214	
ENSMUSG00000106457	
ENSMUSG00000028292	Q3U186
ENSMUSG00000032788	Q8K183
ENSMUSG00000004098	Q9JLI2
ENSMUSG00000105043	
ENSMUSG00000092510	
ENSMUSG00000030711	Q91W19
ENSMUSG00000040600	Q91WL0
ENSMUSG00000108215	
ENSMUSG00000106128	
ENSMUSG00000081018	
ENSMUSG00000015542	Q3UG98
ENSMUSG00000100915	
ENSMUSG00000059482	
ENSMUSG00000029136	Q8R1Q9
ENSMUSG00000107455	
ENSMUSG00000021373	Q9CYT6
ENSMUSG00000079110	Q0VGP9
ENSMUSG00000079110	Q64691
ENSMUSG00000101219	
ENSMUSG00000027281	Q9D7Y9
ENSMUSG00000034850	Q8BGP5
ENSMUSG00000084846	
ENSMUSG00000036009	
ENSMUSG00000040410	V9GWT8
ENSMUSG00000040410	V9GWU9
ENSMUSG00000040410	V9GXH8
ENSMUSG00000040410	Q8BH70
ENSMUSG00000096484	
ENSMUSG00000101742	
ENSMUSG00000095771	
ENSMUSG00000025085	
ENSMUSG00000102687	
ENSMUSG00000032021	
ENSMUSG00000105452	
ENSMUSG00000008601	Q0PD30
ENSMUSG00000008601	Q9WTL2
ENSMUSG00000028226	Q9WTR0
ENSMUSG00000059448	Q8VGA9
ENSMUSG00000082089	
ENSMUSG00000033706	Q3TYX3
ENSMUSG00000080834	
ENSMUSG00000103775	
ENSMUSG00000076885	
ENSMUSG00000028563	Q99MB3
ENSMUSG00000105226	
ENSMUSG00000066551	Q58EV5
ENSMUSG00000066551	P63158
ENSMUSG00000002930	Q9Z2E4
ENSMUSG00000104974	
ENSMUSG00000101557	
ENSMUSG00000030309	E4NKG5
ENSMUSG00000030309	Q05A80
ENSMUSG00000106511	
ENSMUSG00000089647	
ENSMUSG00000048012	Q4VA40
ENSMUSG00000048012	Q8BI67
ENSMUSG00000019888	Q9D306
ENSMUSG00000036449	Q924P3
ENSMUSG00000056665	Q80ZW2
ENSMUSG00000035311	Q69ZN6
ENSMUSG00000045482	
ENSMUSG00000097831	
ENSMUSG00000089729	
ENSMUSG00000092217	
ENSMUSG00000041936	A2ASQ1
ENSMUSG00000092372	
ENSMUSG00000027763	G3X9Q0
ENSMUSG00000027763	Q3U581
ENSMUSG00000027763	Q3U570
ENSMUSG00000027763	Q9JKP5
ENSMUSG00000035910	R4GML1
ENSMUSG00000101860	
ENSMUSG00000084014	
ENSMUSG00000093553	
ENSMUSG00000084380	
ENSMUSG00000030373	Q4KL66
ENSMUSG00000097424	
ENSMUSG00000085633	
ENSMUSG00000038569	Q8VC54
ENSMUSG00000038569	Q6WBX7
ENSMUSG00000055523	Q6TL19
ENSMUSG00000029575	Q9D273
ENSMUSG00000103471	
ENSMUSG00000102019	
ENSMUSG00000104025	
ENSMUSG00000107627	
ENSMUSG00000078517	Q8C7X2
ENSMUSG00000108385	
ENSMUSG00000019564	Q62431
ENSMUSG00000087277	
ENSMUSG00000106494	
ENSMUSG00000010057	Q9WUE4
ENSMUSG00000087199	
ENSMUSG00000084167	
ENSMUSG00000082915	
ENSMUSG00000083240	
ENSMUSG00000028150	
ENSMUSG00000082342	
ENSMUSG00000090137	Q66JP1
ENSMUSG00000090137	P62984
ENSMUSG00000103110	
ENSMUSG00000084180	
ENSMUSG00000103588	
ENSMUSG00000090273	
ENSMUSG00000087293	
ENSMUSG00000105892	
ENSMUSG00000020131	P29121
ENSMUSG00000018634	Q3ZAT0
ENSMUSG00000018634	P35347
ENSMUSG00000083902	
ENSMUSG00000028610	A2A9I7
ENSMUSG00000105832	
ENSMUSG00000086593	
ENSMUSG00000101337	
ENSMUSG00000099032	Q3UV43
ENSMUSG00000033389	Q5SSM3
ENSMUSG00000092503	
ENSMUSG00000074876	
ENSMUSG00000107981	
ENSMUSG00000027801	Q3TMT3
ENSMUSG00000037341	Q8BLV3
ENSMUSG00000055670	
ENSMUSG00000103576	
ENSMUSG00000085609	
ENSMUSG00000030145	Q9CZ86
ENSMUSG00000030145	Q640N4
ENSMUSG00000034771	Q3UN01
ENSMUSG00000034771	Q9WVB2
ENSMUSG00000040543	Q3UHE1
ENSMUSG00000083359	
ENSMUSG00000030337	Q62442
ENSMUSG00000089773	A7TZE6
ENSMUSG00000091955	A6H6H4
ENSMUSG00000091955	Q6ZWY8
ENSMUSG00000094488	Q8VGR6
ENSMUSG00000105309	
ENSMUSG00000027870	Q9NYQ2
ENSMUSG00000101350	
ENSMUSG00000107573	Q8VGX0
ENSMUSG00000027313	Q8R3J5
ENSMUSG00000078872	
ENSMUSG00000033326	Q8BW72
ENSMUSG00000082734	
ENSMUSG00000025229	O35160
ENSMUSG00000005881	Q9CQE7
ENSMUSG00000100770	
ENSMUSG00000082032	
ENSMUSG00000037826	B9EHW0
ENSMUSG00000037826	Q8BXN7
ENSMUSG00000103236	
ENSMUSG00000097725	
ENSMUSG00000033508	Q09PK2
ENSMUSG00000006058	Q9CZ28
ENSMUSG00000095057	
ENSMUSG00000105162	
ENSMUSG00000083835	
ENSMUSG00000101952	
ENSMUSG00000084385	
ENSMUSG00000039298	Q8K389
ENSMUSG00000083874	
ENSMUSG00000062280	
ENSMUSG00000099884	
ENSMUSG00000046108	
ENSMUSG00000101261	
ENSMUSG00000070448	O35198
ENSMUSG00000070448	O35199
ENSMUSG00000106134	
ENSMUSG00000104990	
ENSMUSG00000087220	
ENSMUSG00000029276	Q3T9A5
ENSMUSG00000029276	Q8BZM1
ENSMUSG00000039913	Q8C015
ENSMUSG00000094660	Q497R7
ENSMUSG00000082941	
ENSMUSG00000084826	
ENSMUSG00000098184	
ENSMUSG00000092516	
ENSMUSG00000021910	Q80TM9
ENSMUSG00000082143	
ENSMUSG00000104727	
ENSMUSG00000029551	Q9CZH3
ENSMUSG00000035093	A2AQE2
ENSMUSG00000059981	Q6ZQ29
ENSMUSG00000026874	P06684
ENSMUSG00000092309	
ENSMUSG00000081027	
ENSMUSG00000006699	P60766
ENSMUSG00000083663	
ENSMUSG00000107576	
ENSMUSG00000083611	
ENSMUSG00000079484	Q9DB26
ENSMUSG00000107722	
ENSMUSG00000082274	
ENSMUSG00000105861	
ENSMUSG00000086793	
ENSMUSG00000092152	
ENSMUSG00000085302	
ENSMUSG00000097166	
ENSMUSG00000011884	Q9JL62
ENSMUSG00000107723	
ENSMUSG00000027306	Q9ERH4
ENSMUSG00000104222	
ENSMUSG00000039801	
ENSMUSG00000075124	Q7TR17
ENSMUSG00000035934	Q8BG99
ENSMUSG00000027347	Q9Z1S3
ENSMUSG00000083520	
ENSMUSG00000104851	
ENSMUSG00000046215	B2RV63
ENSMUSG00000046215	Q3URD2
ENSMUSG00000108208	
ENSMUSG00000062944	Q8BG98
ENSMUSG00000090691	
ENSMUSG00000085895	
ENSMUSG00000103840	
ENSMUSG00000087451	
ENSMUSG00000025337	P70122
ENSMUSG00000039713	Q66T02
ENSMUSG00000082482	
ENSMUSG00000103006	
ENSMUSG00000040093	
ENSMUSG00000080888	
ENSMUSG00000105950	
ENSMUSG00000083200	
ENSMUSG00000067541	
ENSMUSG00000038028	B2RWB7
ENSMUSG00000038028	Q8BZA9
ENSMUSG00000057421	A2BE28
ENSMUSG00000008129	
ENSMUSG00000093652	
ENSMUSG00000106288	
ENSMUSG00000075195	Q8VGS2
ENSMUSG00000101024	
ENSMUSG00000056708	Q3UJ54
ENSMUSG00000056708	O89113
ENSMUSG00000084775	
ENSMUSG00000062647	Q58ET1
ENSMUSG00000062647	P12970
ENSMUSG00000021773	Q8BIG7
ENSMUSG00000030403	P70460
ENSMUSG00000045989	
ENSMUSG00000022701	
ENSMUSG00000072680	Q9D890
ENSMUSG00000072680	Q9DCV5
ENSMUSG00000083137	
ENSMUSG00000108162	
ENSMUSG00000078435	
ENSMUSG00000107786	
