Ensembl Gene ID	Homology Type	Rat Ensembl Gene ID	Ancestor	dN	dS
ENSMUSG00000033540	ortholog_one2one	ENSRNOG00000000043	Murinae	0.03030	0.18730
ENSMUSG00000096837					
ENSMUSG00000078897	ortholog_one2many	ENSRNOG00000051152	Murinae	0.50390	1.64260
ENSMUSG00000104493					
ENSMUSG00000022848	ortholog_one2one	ENSRNOG00000002240	Murinae	0.01040	0.25200
ENSMUSG00000081685					
ENSMUSG00000055610	ortholog_one2one	ENSRNOG00000050901	Murinae	0.06610	0.24890
ENSMUSG00000025733	ortholog_one2many	ENSRNOG00000019930	Murinae	0.02630	0.22500
ENSMUSG00000031508	ortholog_one2one	ENSRNOG00000013618	Murinae	0.02910	0.13460
ENSMUSG00000034432	ortholog_one2one	ENSRNOG00000019635	Murinae	0.00460	0.21330
ENSMUSG00000043572	ortholog_one2one	ENSRNOG00000007327	Murinae	0.02200	0.19960
ENSMUSG00000079278					
ENSMUSG00000024232	ortholog_one2one	ENSRNOG00000016066	Murinae	0.01230	0.23500
ENSMUSG00000091405					
ENSMUSG00000103099					
ENSMUSG00000085931					
ENSMUSG00000051451	ortholog_one2one	ENSRNOG00000018987	Murinae	0.02420	0.22610
ENSMUSG00000082945					
ENSMUSG00000081508					
ENSMUSG00000031445	ortholog_one2one	ENSRNOG00000019700	Murinae	0.08410	0.29420
ENSMUSG00000082371					
ENSMUSG00000051003	ortholog_one2one	ENSRNOG00000039760	Murinae	0.05610	0.28670
ENSMUSG00000103642					
ENSMUSG00000029695	ortholog_one2one	ENSRNOG00000039494	Murinae	0.03070	0.26240
ENSMUSG00000033107	ortholog_one2one	ENSRNOG00000015740	Murinae	0.01950	0.21610
ENSMUSG00000024312	ortholog_one2one	ENSRNOG00000031171	Murinae	0.02660	0.20000
ENSMUSG00000010755	ortholog_one2one	ENSRNOG00000020651	Murinae	0.02250	0.20740
ENSMUSG00000029386					
ENSMUSG00000079450					
ENSMUSG00000018196	ortholog_one2one	ENSRNOG00000003385	Murinae	0.05520	0.27970
ENSMUSG00000039092	ortholog_one2one	ENSRNOG00000004443	Murinae	0.07200	0.27740
ENSMUSG00000098083					
ENSMUSG00000101445					
ENSMUSG00000020273	ortholog_one2one	ENSRNOG00000006261	Murinae	0.01230	0.17980
ENSMUSG00000082738					
ENSMUSG00000028919	ortholog_one2many	ENSRNOG00000047967	Murinae	0.02170	0.23430
ENSMUSG00000028919	ortholog_one2many	ENSRNOG00000023313	Murinae	0.02170	0.23420
ENSMUSG00000021806	ortholog_one2one	ENSRNOG00000000341	Murinae	0.03470	0.19990
ENSMUSG00000085798					
ENSMUSG00000004359	ortholog_one2one	ENSRNOG00000005720	Murinae	0.07650	0.15260
ENSMUSG00000090659					
ENSMUSG00000030284	ortholog_one2one	ENSRNOG00000009414	Murinae	0.01660	0.17670
ENSMUSG00000047428	ortholog_one2one	ENSRNOG00000018949	Murinae	0.01390	0.15340
ENSMUSG00000103940					
ENSMUSG00000096966					
ENSMUSG00000025498	ortholog_one2one	ENSRNOG00000017414	Murinae	0.05980	0.21980
ENSMUSG00000075155	ortholog_one2many	ENSRNOG00000021658	Murinae	0.05230	0.20500
ENSMUSG00000030924	ortholog_one2one	ENSRNOG00000014513	Murinae	0.07290	0.17360
ENSMUSG00000023886	ortholog_one2one	ENSRNOG00000014166	Murinae	0.00200	0.20540
ENSMUSG00000085631					
ENSMUSG00000037035	ortholog_one2one	ENSRNOG00000047726	Murinae	0.00100	0.16420
ENSMUSG00000024225	ortholog_one2one	ENSRNOG00000000510	Murinae	0.03870	0.21010
ENSMUSG00000067627					
ENSMUSG00000102449					
ENSMUSG00000085609					
ENSMUSG00000025551	ortholog_one2one	ENSRNOG00000009288	Murinae	0.00000	0.03300
ENSMUSG00000087514					
ENSMUSG00000093656					
ENSMUSG00000001763	ortholog_one2one	ENSRNOG00000007900	Murinae	0.00160	0.15480
ENSMUSG00000029620					
ENSMUSG00000086904					
ENSMUSG00000086886					
ENSMUSG00000092388					
ENSMUSG00000050936	ortholog_one2one	ENSRNOG00000038837	Mammalia	0.00760	7.63390
ENSMUSG00000074034					
ENSMUSG00000041515	ortholog_one2one	ENSRNOG00000017869	Murinae	0.02200	0.34490
ENSMUSG00000040170	ortholog_one2one	ENSRNOG00000003510	Murinae	0.02780	0.20820
ENSMUSG00000041782	ortholog_one2one	ENSRNOG00000009144	Murinae	0.05380	0.16540
ENSMUSG00000072592					
ENSMUSG00000059866	ortholog_one2one	ENSRNOG00000013805	Murinae	0.04810	0.20920
ENSMUSG00000021814	ortholog_one2one	ENSRNOG00000007136	Murinae	0.01810	0.23740
ENSMUSG00000068646	ortholog_one2one	ENSRNOG00000029895	Murinae	0.02160	0.14660
ENSMUSG00000086620					
ENSMUSG00000029059	ortholog_one2one	ENSRNOG00000013468	Murinae	0.02550	0.08810
ENSMUSG00000057143	ortholog_one2many	ENSRNOG00000017191	Murinae	0.10000	0.18050
ENSMUSG00000027423	ortholog_one2many	ENSRNOG00000006077	Murinae	0.00230	0.12780
ENSMUSG00000027423	ortholog_one2many	ENSRNOG00000020934	Murinae	0.08230	0.17180
ENSMUSG00000085501					
ENSMUSG00000102951					
ENSMUSG00000040140	ortholog_one2one	ENSRNOG00000025693	Murinae	0.04960	0.25860
ENSMUSG00000095279					
ENSMUSG00000032852	ortholog_one2one	ENSRNOG00000009662	Murinae	0.01150	0.23040
ENSMUSG00000081804					
ENSMUSG00000035365	ortholog_one2one	ENSRNOG00000004682	Murinae	0.08010	0.29490
ENSMUSG00000025789					
ENSMUSG00000047490	ortholog_one2one	ENSRNOG00000023532	Murinae	0.01660	0.21920
ENSMUSG00000055571					
ENSMUSG00000026430	ortholog_one2one	ENSRNOG00000005342	Murinae	0.01980	0.21660
ENSMUSG00000031885	ortholog_one2one	ENSRNOG00000014647	Amniota	0.06530	0.19370
ENSMUSG00000044689					
ENSMUSG00000040899	ortholog_one2one	ENSRNOG00000012964	Murinae	0.06840	0.26850
ENSMUSG00000081769					
ENSMUSG00000081096					
ENSMUSG00000024018	ortholog_one2one	ENSRNOG00000000531	Murinae	0.04540	0.23630
ENSMUSG00000078896					
ENSMUSG00000085568					
ENSMUSG00000060572	ortholog_one2one	ENSRNOG00000008257	Murinae	0.02910	0.25570
ENSMUSG00000091013	ortholog_one2one	ENSRNOG00000017726	Sciurognathi	0.40920	0.96850
ENSMUSG00000036501	ortholog_one2one	ENSRNOG00000020384	Murinae	0.01680	0.12560
ENSMUSG00000080798					
ENSMUSG00000042105	ortholog_one2one	ENSRNOG00000020388	Murinae	0.02790	0.21560
ENSMUSG00000087397					
ENSMUSG00000094475	ortholog_one2many	ENSRNOG00000051152	Murinae	0.50390	1.64260
ENSMUSG00000101946	ortholog_one2one	ENSRNOG00000046847	Murinae	0.01790	0.14590
ENSMUSG00000099994					
ENSMUSG00000078789	ortholog_one2one	ENSRNOG00000003116	Murinae	0.02800	0.17630
ENSMUSG00000024423	ortholog_one2one	ENSRNOG00000045844	Murinae	0.07530	0.29850
ENSMUSG00000082860					
ENSMUSG00000039741	ortholog_one2one	ENSRNOG00000043102	Murinae	0.05210	0.26640
ENSMUSG00000059280	ortholog_many2many	ENSRNOG00000043140	Murinae	0.07210	0.15810
ENSMUSG00000059280	ortholog_many2many	ENSRNOG00000001839	Murinae	0.07820	0.15050
ENSMUSG00000045521	ortholog_one2one	ENSRNOG00000037997	Murinae	0.00840	0.11530
ENSMUSG00000096729	ortholog_many2many	ENSRNOG00000038322	Murinae	0.03290	0.23590
ENSMUSG00000096729	ortholog_many2many	ENSRNOG00000012651	Murinae	0.03150	0.22810
ENSMUSG00000030145	ortholog_one2one	ENSRNOG00000037251	Murinae	0.04940	0.21820
ENSMUSG00000033364	ortholog_one2one	ENSRNOG00000022720	Murinae	0.01920	0.12970
ENSMUSG00000000563	ortholog_one2many	ENSRNOG00000046299	Murinae	0.02840	0.09750
ENSMUSG00000000563	ortholog_one2many	ENSRNOG00000016000	Murinae	0.02840	0.09750
ENSMUSG00000075154	ortholog_one2many	ENSRNOG00000021658	Murinae	0.02800	0.22990
ENSMUSG00000079434	ortholog_one2one	ENSRNOG00000016962	Murinae	0.05370	0.19200
ENSMUSG00000074403	ortholog_one2one	ENSRNOG00000049198	Murinae	0.00120	1.20760
ENSMUSG00000090018	ortholog_one2many	ENSRNOG00000021658	Murinae	0.02800	0.22990
ENSMUSG00000033788	ortholog_one2one	ENSRNOG00000032788	Murinae	0.00780	0.18080
ENSMUSG00000095156	ortholog_many2many	ENSRNOG00000031639	Murinae	0.07050	0.21610
ENSMUSG00000095156	ortholog_many2many	ENSRNOG00000050411	Murinae	0.04000	0.21820
ENSMUSG00000093560					
ENSMUSG00000093743					
ENSMUSG00000017311	ortholog_one2one	ENSRNOG00000020877	Murinae	0.02450	0.24360
ENSMUSG00000094084	ortholog_many2many	ENSRNOG00000050263	Murinae	0.28150	0.36660
ENSMUSG00000094084	ortholog_many2many	ENSRNOG00000037315	Murinae	0.25170	0.34890
ENSMUSG00000094084	ortholog_many2many	ENSRNOG00000042221	Murinae	0.23950	0.34970
ENSMUSG00000094084	ortholog_many2many	ENSRNOG00000047767	Murinae	0.21340	0.37190
ENSMUSG00000094084	ortholog_many2many	ENSRNOG00000050322	Murinae	0.19030	0.34260
ENSMUSG00000085177					
ENSMUSG00000054102					
ENSMUSG00000084852					
ENSMUSG00000093708					
ENSMUSG00000030815	ortholog_one2many	ENSRNOG00000018725	Murinae	0.01680	0.16520
ENSMUSG00000030815	ortholog_one2many	ENSRNOG00000050421	Murinae	0.01680	0.16520
ENSMUSG00000034998	ortholog_one2one	ENSRNOG00000040110	Murinae	0.03330	0.25460
ENSMUSG00000030922	ortholog_one2one	ENSRNOG00000024530	Murinae	0.03400	0.22840
ENSMUSG00000028457	ortholog_one2one	ENSRNOG00000021704	Murinae	0.04630	0.24840
ENSMUSG00000086713					
ENSMUSG00000034295	ortholog_one2one	ENSRNOG00000027230	Murinae	0.01590	0.18610
ENSMUSG00000048126					
ENSMUSG00000063779	ortholog_one2many	ENSRNOG00000037115	Murinae	0.12080	0.26390
ENSMUSG00000023185	ortholog_many2many	ENSRNOG00000042158	Murinae	0.23320	0.23000
ENSMUSG00000023185	ortholog_many2many	ENSRNOG00000017620	Murinae	0.25710	0.24070
ENSMUSG00000052560	ortholog_one2one	ENSRNOG00000026128	Murinae	0.00240	0.26260
ENSMUSG00000070643	ortholog_one2one	ENSRNOG00000028353	Murinae	0.02040	0.15280
ENSMUSG00000071708	ortholog_one2one	ENSRNOG00000007688	Murinae	0.00870	0.11340
ENSMUSG00000084794					
ENSMUSG00000081968					
ENSMUSG00000081878					
ENSMUSG00000086641					
ENSMUSG00000096554	ortholog_many2many	ENSRNOG00000031639	Murinae	0.07480	0.22700
ENSMUSG00000096554	ortholog_many2many	ENSRNOG00000050411	Murinae	0.05730	0.22880
ENSMUSG00000080780					
ENSMUSG00000027460	ortholog_one2one	ENSRNOG00000005008	Murinae	0.04060	0.18680
ENSMUSG00000044056	ortholog_one2one	ENSRNOG00000004142	Murinae	0.05530	0.17790
ENSMUSG00000017721	ortholog_one2one	ENSRNOG00000014690	Murinae	0.01510	0.24010
ENSMUSG00000083499					
ENSMUSG00000085071					
ENSMUSG00000064325	ortholog_one2one	ENSRNOG00000018268	Murinae	0.02040	0.18410
ENSMUSG00000051107					
ENSMUSG00000096900					
ENSMUSG00000079494	ortholog_one2one	ENSRNOG00000015768	Murinae	0.11330	0.14740
ENSMUSG00000027298	ortholog_one2one	ENSRNOG00000005531	Murinae	0.01440	0.13890
ENSMUSG00000001588	ortholog_one2one	ENSRNOG00000015674	Murinae	0.02110	0.16790
ENSMUSG00000095545	ortholog_one2many	ENSRNOG00000051152	Murinae	0.48980	1.91170
ENSMUSG00000050150	ortholog_one2one	ENSRNOG00000042985	Murinae	0.09420	0.28670
ENSMUSG00000047045	ortholog_one2one	ENSRNOG00000012787	Murinae	0.00910	0.03440
ENSMUSG00000033294	ortholog_one2one	ENSRNOG00000037478	Murinae	0.02780	0.17850
ENSMUSG00000051177	ortholog_one2one	ENSRNOG00000004810	Murinae	0.00420	0.19860
ENSMUSG00000024268	ortholog_one2many	ENSRNOG00000014503	Amniota	0.00130	0.07430
ENSMUSG00000024268	ortholog_one2many	ENSRNOG00000049802	Amniota	0.12610	0.38960
ENSMUSG00000087660					
ENSMUSG00000068479	ortholog_one2many	ENSRNOG00000015984	Murinae	0.00200	0.19690
ENSMUSG00000092444					
ENSMUSG00000082746					
ENSMUSG00000097110					
ENSMUSG00000040250	ortholog_one2one	ENSRNOG00000001808	Murinae	0.00600	0.15130
ENSMUSG00000081656					
ENSMUSG00000084090					
ENSMUSG00000033773	ortholog_one2one	ENSRNOG00000023484	Murinae	0.05070	0.25430
ENSMUSG00000036432	ortholog_one2one	ENSRNOG00000013703	Murinae	0.00140	0.08990
ENSMUSG00000103141					
ENSMUSG00000046755	ortholog_one2one	ENSRNOG00000002535	Murinae	0.02700	0.21010
ENSMUSG00000058258	ortholog_one2one	ENSRNOG00000016690	Murinae	0.02890	0.26470
ENSMUSG00000094932	ortholog_one2many	ENSRNOG00000051152	Murinae	0.50390	1.64260
ENSMUSG00000084938					
ENSMUSG00000046916	ortholog_one2one	ENSRNOG00000018858	Murinae	0.01760	0.19270
ENSMUSG00000081630					
ENSMUSG00000071858	ortholog_one2one	ENSRNOG00000039260	Murinae	0.05260	0.11860
ENSMUSG00000030518	ortholog_one2one	ENSRNOG00000023496	Murinae	0.03400	0.20440
ENSMUSG00000031374	ortholog_one2one	ENSRNOG00000049432	Murinae	0.11700	0.43850
ENSMUSG00000026177	ortholog_one2one	ENSRNOG00000014956	Murinae	0.03360	0.22850
ENSMUSG00000103663					
ENSMUSG00000038633	ortholog_one2one	ENSRNOG00000003223	Murinae	0.03920	0.36900
ENSMUSG00000023979	ortholog_one2one	ENSRNOG00000015623	Murinae	0.01620	0.48490
ENSMUSG00000031860	ortholog_one2one	ENSRNOG00000010736	Murinae	0.07980	0.26580
ENSMUSG00000020037	ortholog_one2one	ENSRNOG00000007360	Murinae	0.04460	0.33070
ENSMUSG00000029171	ortholog_one2one	ENSRNOG00000002185	Murinae	0.03180	0.31210
ENSMUSG00000030220	ortholog_one2one	ENSRNOG00000005809	Murinae	0.02010	0.27920
ENSMUSG00000027332	ortholog_one2one	ENSRNOG00000009421	Murinae	0.02020	0.21630
ENSMUSG00000075706	ortholog_one2one	ENSRNOG00000013604	Murinae	0.02690	0.11040
ENSMUSG00000015961	ortholog_one2one	ENSRNOG00000004481	Murinae	0.00320	0.13830
ENSMUSG00000048787	ortholog_one2one	ENSRNOG00000014037	Murinae	0.00480	0.05500
ENSMUSG00000095802					
ENSMUSG00000084333					
ENSMUSG00000100557					
ENSMUSG00000085971					
ENSMUSG00000087272					
ENSMUSG00000085366					
ENSMUSG00000085639					
ENSMUSG00000097023					
ENSMUSG00000085237					
ENSMUSG00000020283	ortholog_one2one	ENSRNOG00000005601	Murinae	0.02280	0.22580
ENSMUSG00000071573	ortholog_one2one	ENSRNOG00000020705	Murinae	0.12940	0.18430
ENSMUSG00000001128	ortholog_one2one	ENSRNOG00000025811	Murinae	0.05590	0.11920
ENSMUSG00000028729	ortholog_one2many	ENSRNOG00000050287	Murinae	0.02590	0.21090
ENSMUSG00000028729	ortholog_one2many	ENSRNOG00000045760	Murinae	0.02590	0.21090
ENSMUSG00000078889	ortholog_one2many	ENSRNOG00000051152	Murinae	0.19270	0.83040
ENSMUSG00000024906	ortholog_one2one	ENSRNOG00000020617	Murinae	0.03620	0.15740
ENSMUSG00000059555	ortholog_one2one	ENSRNOG00000009369	Murinae	0.03850	0.19660
ENSMUSG00000018845	ortholog_one2one	ENSRNOG00000009466	Murinae	0.00620	0.25180
ENSMUSG00000085455					
ENSMUSG00000081014					
ENSMUSG00000034639	ortholog_one2one	ENSRNOG00000006806	Murinae	0.04880	0.18430
ENSMUSG00000026319	ortholog_one2one	ENSRNOG00000015508	Murinae	0.01360	0.09970
ENSMUSG00000045132	ortholog_one2one	ENSRNOG00000015940	Murinae	0.02010	0.26350
ENSMUSG00000087004					
ENSMUSG00000083481					
ENSMUSG00000100217					
ENSMUSG00000024163	ortholog_one2one	ENSRNOG00000033568	Murinae	0.00810	0.14170
ENSMUSG00000096054	ortholog_one2many	ENSRNOG00000046149	Glires	0.03620	0.23680
ENSMUSG00000096054	ortholog_one2many	ENSRNOG00000018960	Glires		
ENSMUSG00000090215	ortholog_one2many	ENSRNOG00000042686	Murinae	0.12110	0.21060
ENSMUSG00000086610					
ENSMUSG00000075223	ortholog_one2many	ENSRNOG00000032273	Murinae	0.02960	0.17940
ENSMUSG00000044702	ortholog_one2one	ENSRNOG00000025126	Murinae	0.08670	0.16350
ENSMUSG00000097113					
ENSMUSG00000086941					
ENSMUSG00000079069					
ENSMUSG00000089657					
ENSMUSG00000024313	ortholog_one2one	ENSRNOG00000049345	Murinae	0.05900	0.23970
ENSMUSG00000048058	ortholog_one2one	ENSRNOG00000005136	Murinae	0.00910	0.25370
ENSMUSG00000038383	ortholog_one2one	ENSRNOG00000025181	Murinae	0.00750	0.12350
ENSMUSG00000003665	ortholog_one2one	ENSRNOG00000010994	Murinae	0.01330	0.22750
ENSMUSG00000090808	ortholog_one2one	ENSRNOG00000040121	Murinae	0.04970	0.09660
ENSMUSG00000087461					
ENSMUSG00000103413					
ENSMUSG00000026172	ortholog_one2one	ENSRNOG00000016754	Murinae	0.00820	0.17780
ENSMUSG00000079009	ortholog_many2many	ENSRNOG00000046638	Murinae	0.09180	0.20040
ENSMUSG00000079009	ortholog_many2many	ENSRNOG00000050230	Murinae	0.09180	0.20040
ENSMUSG00000030760	ortholog_one2one	ENSRNOG00000036866	Murinae	0.02110	0.08350
ENSMUSG00000040351	ortholog_one2one	ENSRNOG00000005502	Murinae	0.01260	0.19750
ENSMUSG00000103302					
ENSMUSG00000052760	ortholog_one2one	ENSRNOG00000017273	Murinae	0.07790	0.08550
ENSMUSG00000064307	ortholog_one2one	ENSRNOG00000020124	Murinae	0.02730	0.09610
ENSMUSG00000061808	ortholog_one2one	ENSRNOG00000016275	Murinae	0.03990	0.25760
ENSMUSG00000101729					
ENSMUSG00000084387					
ENSMUSG00000041298	ortholog_one2many	ENSRNOG00000000916	Murinae	0.00550	0.29860
ENSMUSG00000041298	ortholog_one2many	ENSRNOG00000047618	Murinae	0.00550	0.29860
ENSMUSG00000070520					
ENSMUSG00000048424	ortholog_one2one	ENSRNOG00000051143	Murinae	0.09010	0.25970
ENSMUSG00000078488					
ENSMUSG00000055095	ortholog_one2many	ENSRNOG00000046265	Murinae	0.00000	0.05680
ENSMUSG00000055095	ortholog_one2many	ENSRNOG00000048570	Murinae	0.00000	0.05680
ENSMUSG00000055095	ortholog_one2many	ENSRNOG00000013073	Murinae	0.00000	0.05680
ENSMUSG00000019461	ortholog_one2one	ENSRNOG00000027914	Murinae	0.06390	0.27400
ENSMUSG00000041355	ortholog_one2one	ENSRNOG00000019940	Murinae	0.00550	0.13710
ENSMUSG00000045107	ortholog_one2one	ENSRNOG00000006341	Murinae	0.09200	0.28100
ENSMUSG00000023122	ortholog_one2many	ENSRNOG00000050885	Murinae	0.02460	0.15550
ENSMUSG00000023122	ortholog_one2many	ENSRNOG00000047369	Murinae	0.03690	0.16600
ENSMUSG00000023122	ortholog_one2many	ENSRNOG00000040215	Murinae	0.02470	0.16050
ENSMUSG00000023122	ortholog_one2many	ENSRNOG00000031833	Murinae	0.03380	0.17150
ENSMUSG00000023122	ortholog_one2many	ENSRNOG00000040195	Murinae	0.14980	0.35250
ENSMUSG00000023122	ortholog_one2many	ENSRNOG00000042111	Murinae	0.06280	0.13630
ENSMUSG00000041923	ortholog_one2one	ENSRNOG00000014775	Murinae	0.03590	0.25870
ENSMUSG00000102483					
ENSMUSG00000086777					
ENSMUSG00000091119	ortholog_one2one	ENSRNOG00000039473	Murinae	0.05740	0.16520
ENSMUSG00000086487					
ENSMUSG00000049717	ortholog_one2one	ENSRNOG00000014605	Murinae	0.02930	0.23180
ENSMUSG00000062426	ortholog_one2one	ENSRNOG00000031741	Murinae	0.07390	0.20860
ENSMUSG00000024397	ortholog_one2one	ENSRNOG00000000853	Murinae	0.03130	0.13010
ENSMUSG00000080072					
ENSMUSG00000078887	ortholog_one2many	ENSRNOG00000051152	Murinae	0.48340	1.68280
ENSMUSG00000068566	ortholog_one2one	ENSRNOG00000016588	Murinae	0.05030	0.19280
ENSMUSG00000013766	ortholog_one2one	ENSRNOG00000027157	Murinae	0.08500	0.16660
ENSMUSG00000024064	ortholog_one2one	ENSRNOG00000007951	Murinae	0.00580	0.19230
ENSMUSG00000020732	ortholog_one2one	ENSRNOG00000003192	Murinae	0.00430	0.17460
ENSMUSG00000038692	ortholog_one2one	ENSRNOG00000008191	Murinae	0.00340	0.07110
ENSMUSG00000023387	ortholog_one2one	ENSRNOG00000006422	Murinae	0.00780	0.19760
ENSMUSG00000020776	ortholog_one2one	ENSRNOG00000008577	Murinae	0.05350	0.21990
ENSMUSG00000086089					
ENSMUSG00000017652	ortholog_one2one	ENSRNOG00000018488	Murinae	0.08710	0.22340
ENSMUSG00000087383					
ENSMUSG00000030314	ortholog_one2one	ENSRNOG00000007486	Murinae	0.00870	0.12530
ENSMUSG00000036667	ortholog_one2one	ENSRNOG00000017911	Murinae	0.02930	0.17080
ENSMUSG00000070990	ortholog_one2one	ENSRNOG00000023497	Murinae	0.00720	0.27950
ENSMUSG00000082308					
ENSMUSG00000102384					
ENSMUSG00000080816					
ENSMUSG00000040797	ortholog_one2one	ENSRNOG00000014083	Murinae	0.01230	0.19900
ENSMUSG00000034362	ortholog_one2many	ENSRNOG00000023953	Murinae	0.13840	0.17340
ENSMUSG00000021948	ortholog_one2one	ENSRNOG00000016346	Murinae	0.03030	0.24480
ENSMUSG00000038506	ortholog_one2one	ENSRNOG00000019473	Murinae	0.01330	0.16580
ENSMUSG00000100282					
ENSMUSG00000018698	ortholog_one2one	ENSRNOG00000002812	Amniota	0.00000	0.16120
ENSMUSG00000087629					
ENSMUSG00000040809	ortholog_one2many	ENSRNOG00000037115	Murinae	0.12110	0.23830
ENSMUSG00000096149	ortholog_one2many	ENSRNOG00000039404	Murinae	0.09930	0.12980
ENSMUSG00000078627	ortholog_one2one	ENSRNOG00000007084	Murinae	0.10220	0.21110
ENSMUSG00000029207	ortholog_one2one	ENSRNOG00000025509	Murinae	0.00850	0.16950
ENSMUSG00000102569					
ENSMUSG00000058357					
ENSMUSG00000058159					
ENSMUSG00000040274	ortholog_one2one	ENSRNOG00000009258	Murinae	0.00910	0.20030
ENSMUSG00000029513	ortholog_one2one	ENSRNOG00000001142	Murinae	0.00960	0.31090
ENSMUSG00000083788					
ENSMUSG00000030929	ortholog_one2one	ENSRNOG00000014673	Murinae	0.05680	0.18260
ENSMUSG00000085880					
ENSMUSG00000099552					
ENSMUSG00000083378					
ENSMUSG00000010435					
ENSMUSG00000087638					
ENSMUSG00000029451	ortholog_many2many	ENSRNOG00000033000	Murinae	0.24910	0.29900
ENSMUSG00000029451	ortholog_many2many	ENSRNOG00000027142	Murinae	0.25450	0.28500
ENSMUSG00000049928	ortholog_one2one	ENSRNOG00000003683	Murinae	0.07920	0.14080
ENSMUSG00000024357	ortholog_one2one	ENSRNOG00000019826	Murinae	0.02710	0.20370
ENSMUSG00000032940	ortholog_one2one	ENSRNOG00000029147	Murinae	0.03820	0.23310
ENSMUSG00000080913					
ENSMUSG00000103401					
ENSMUSG00000020287	ortholog_one2one	ENSRNOG00000020571	Murinae	0.05480	0.17130
ENSMUSG00000083650					
ENSMUSG00000078512	ortholog_one2many	ENSRNOG00000027197	Murinae	0.20500	0.27530
ENSMUSG00000099887	ortholog_one2many	ENSRNOG00000048607	Murinae	0.02060	0.17870
ENSMUSG00000102132					
ENSMUSG00000050781	ortholog_one2one	ENSRNOG00000032386	Murinae	0.03970	0.13170
ENSMUSG00000100165					
ENSMUSG00000087437					
ENSMUSG00000100719					
ENSMUSG00000048445	ortholog_one2one	ENSRNOG00000047531	Murinae	0.17540	0.39090
ENSMUSG00000102368					
ENSMUSG00000087198					
ENSMUSG00000025386	ortholog_one2one	ENSRNOG00000046962	Murinae	0.01080	0.19750
ENSMUSG00000024485	ortholog_one2one	ENSRNOG00000018525	Murinae	0.04390	0.17580
ENSMUSG00000082820					
ENSMUSG00000085288					
ENSMUSG00000081015					
ENSMUSG00000040548	ortholog_one2one	ENSRNOG00000013659	Murinae	0.02980	0.19820
ENSMUSG00000089756	ortholog_one2many	ENSRNOG00000051152	Murinae	0.48980	1.91170
ENSMUSG00000040254	ortholog_one2one	ENSRNOG00000007202	Murinae	0.01070	0.18450
ENSMUSG00000004043	ortholog_one2one	ENSRNOG00000019496	Murinae	0.04830	0.43440
ENSMUSG00000031027	ortholog_one2one	ENSRNOG00000014590	Murinae	0.05480	0.14960
ENSMUSG00000001847	ortholog_one2one	ENSRNOG00000001068	Murinae	0.00000	0.11660
ENSMUSG00000028519	ortholog_one2one	ENSRNOG00000007410	Murinae	0.00610	0.07720
ENSMUSG00000022407	ortholog_one2one	ENSRNOG00000018655	Murinae	0.01570	0.19820
ENSMUSG00000008690	ortholog_one2many	ENSRNOG00000009598	Murinae	0.04700	0.19700
ENSMUSG00000073468	ortholog_one2many	ENSRNOG00000024140	Murinae	0.01220	0.11990
ENSMUSG00000040818	ortholog_one2one	ENSRNOG00000011636	Murinae	0.00780	0.17760
ENSMUSG00000027424	ortholog_one2one	ENSRNOG00000028196	Murinae	0.06660	0.17700
ENSMUSG00000062280					
ENSMUSG00000096703	ortholog_many2many	ENSRNOG00000031639	Murinae	0.07880	0.22890
ENSMUSG00000096703	ortholog_many2many	ENSRNOG00000050411	Murinae	0.06100	0.24620
ENSMUSG00000078817	ortholog_one2one	ENSRNOG00000014812	Murinae	0.05210	0.19970
ENSMUSG00000083749					
ENSMUSG00000084123					
ENSMUSG00000081740					
ENSMUSG00000024236	ortholog_one2one	ENSRNOG00000018110	Murinae	0.02910	0.16420
ENSMUSG00000100134					
ENSMUSG00000082329					
ENSMUSG00000022200	ortholog_one2one	ENSRNOG00000012186	Murinae	0.00000	0.07530
ENSMUSG00000102982					
ENSMUSG00000087445					
ENSMUSG00000102334					
ENSMUSG00000078511	ortholog_one2many	ENSRNOG00000027000	Murinae	0.19760	0.18670
ENSMUSG00000060336	ortholog_one2many	ENSRNOG00000050337	Murinae	0.05630	0.04130
ENSMUSG00000096433	ortholog_one2many	ENSRNOG00000011675	Murinae	0.32140	1.01530
ENSMUSG00000093714					
ENSMUSG00000023279	ortholog_one2one	ENSRNOG00000002984	Murinae	0.06150	0.14840
ENSMUSG00000068008	ortholog_one2one	ENSRNOG00000013398	Murinae	0.02750	0.17640
ENSMUSG00000102022					
ENSMUSG00000032899	ortholog_one2one	ENSRNOG00000010347	Murinae	0.05270	0.18160
ENSMUSG00000052429	ortholog_one2many	ENSRNOG00000038191	Murinae	0.05610	0.21520
ENSMUSG00000052429	ortholog_one2many	ENSRNOG00000026109	Murinae	0.00000	0.21400
ENSMUSG00000049460					
ENSMUSG00000056228	ortholog_one2one	ENSRNOG00000014526	Murinae	0.03620	0.23430
ENSMUSG00000095586	ortholog_one2many	ENSRNOG00000048607	Murinae	0.03760	0.16470
ENSMUSG00000028757	ortholog_one2one	ENSRNOG00000015079	Murinae	0.03730	0.37070
ENSMUSG00000052726	ortholog_one2one	ENSRNOG00000013312	Murinae	0.00200	0.16950
ENSMUSG00000044039	ortholog_one2one	ENSRNOG00000004938	Murinae	0.03490	0.14990
ENSMUSG00000070837	ortholog_one2one	ENSRNOG00000015825	Murinae	0.06950	0.18560
