Mouse_gene_Ensembl_id	Zebrafish_ortholog1_Ensembl_id	Zebrafish_ortholog2_Ensembl_id	Ensembl_gene_tree_id
ENSMUSG00000073375	ENSDARG00000089523	ENSDARG00000029710	ENSGT00780000121846
ENSMUSG00000041992	ENSDARG00000075271	ENSDARG00000074307	ENSGT00780000121847
ENSMUSG00000036030	ENSDARG00000040442	ENSDARG00000059269	ENSGT00780000121850
ENSMUSG00000029608	ENSDARG00000063436	ENSDARG00000076712	ENSGT00780000121872
ENSMUSG00000074939	ENSDARG00000004026	ENSDARG00000069598	ENSGT00780000121874
ENSMUSG00000045613	ENSDARG00000055577	ENSDARG00000029994	ENSGT00780000121874
ENSMUSG00000040351	ENSDARG00000060768	ENSDARG00000076829	ENSGT00780000121875
ENSMUSG00000027797	ENSDARG00000074976	ENSDARG00000018856	ENSGT00780000121878
ENSMUSG00000039542	ENSDARG00000056181	ENSDARG00000007220	ENSGT00780000121882
ENSMUSG00000032382	ENSDARG00000071031	ENSDARG00000079116	ENSGT00780000121895
ENSMUSG00000026751	ENSDARG00000023362	ENSDARG00000017704	ENSGT00780000121906
ENSMUSG00000026204	ENSDARG00000077047	ENSDARG00000058646	ENSGT00780000121961
ENSMUSG00000039768	ENSDARG00000011196	ENSDARG00000088495	ENSGT00780000122011
ENSMUSG00000049739	ENSDARG00000061424	ENSDARG00000075545	ENSGT00780000122031
ENSMUSG00000037892	ENSDARG00000052494	ENSDARG00000089805	ENSGT00790000122939
ENSMUSG00000028584	ENSDARG00000087745	ENSDARG00000075147	ENSGT00790000122942
ENSMUSG00000041044	ENSDARG00000019179	ENSDARG00000052896	ENSGT00790000122942
ENSMUSG00000022357	ENSDARG00000040278	ENSDARG00000031383	ENSGT00790000122944
ENSMUSG00000035390	ENSDARG00000077124	ENSDARG00000077545	ENSGT00790000122947
ENSMUSG00000031174	ENSDARG00000057074	ENSDARG00000056617	ENSGT00790000122949
ENSMUSG00000039585	ENSDARG00000073843	ENSDARG00000076729	ENSGT00790000122950
ENSMUSG00000030761	ENSDARG00000044632	ENSDARG00000061937	ENSGT00790000122950
ENSMUSG00000024388	ENSDARG00000044441	ENSDARG00000077201	ENSGT00790000122950
ENSMUSG00000029205	ENSDARG00000054680	ENSDARG00000011029	ENSGT00790000122957
ENSMUSG00000025786	ENSDARG00000010981	ENSDARG00000058830	ENSGT00790000122959
ENSMUSG00000021969	ENSDARG00000058178	ENSDARG00000055066	ENSGT00790000122959
ENSMUSG00000029512	ENSDARG00000074481	ENSDARG00000062518	ENSGT00790000122961
ENSMUSG00000043460	ENSDARG00000077609	ENSDARG00000077893	ENSGT00790000122963
ENSMUSG00000048304	ENSDARG00000074739	ENSDARG00000078123	ENSGT00790000122963
ENSMUSG00000067242	ENSDARG00000020493	ENSDARG00000058421	ENSGT00790000122970
ENSMUSG00000039252	ENSDARG00000069701	ENSDARG00000089957	ENSGT00790000122970
ENSMUSG00000074001	ENSDARG00000019125	ENSDARG00000039052	ENSGT00790000122972
ENSMUSG00000075307	ENSDARG00000068888	ENSDARG00000006757	ENSGT00790000122972
ENSMUSG00000009681	ENSDARG00000042329	ENSDARG00000079286	ENSGT00790000122974
ENSMUSG00000030105	ENSDARG00000006915	ENSDARG00000070318	ENSGT00790000122980
ENSMUSG00000040183	ENSDARG00000029370	ENSDARG00000057790	ENSGT00790000122981
ENSMUSG00000020941	ENSDARG00000074060	ENSDARG00000056582	ENSGT00790000122987
ENSMUSG00000045287	ENSDARG00000055578	ENSDARG00000007856	ENSGT00790000122991
ENSMUSG00000036737	ENSDARG00000034189	ENSDARG00000027500	ENSGT00790000122998
ENSMUSG00000048756	ENSDARG00000042904	ENSDARG00000023058	ENSGT00790000123003
ENSMUSG00000052135	ENSDARG00000076660	ENSDARG00000024619	ENSGT00790000123003
ENSMUSG00000039967	ENSDARG00000043973	ENSDARG00000016763	ENSGT00790000123015
ENSMUSG00000027620	ENSDARG00000011613	ENSDARG00000041853	ENSGT00790000123018
ENSMUSG00000016503	ENSDARG00000071583	ENSDARG00000030267	ENSGT00790000123023
ENSMUSG00000027315	ENSDARG00000012467	ENSDARG00000023673	ENSGT00790000123028
ENSMUSG00000031511	ENSDARG00000073848	ENSDARG00000006299	ENSGT00790000123033
ENSMUSG00000021803	ENSDARG00000004643	ENSDARG00000044447	ENSGT00790000123039
ENSMUSG00000046556	ENSDARG00000062401	ENSDARG00000073856	ENSGT00790000123073
ENSMUSG00000028029	ENSDARG00000060036	ENSDARG00000036894	ENSGT00790000123080
