Mouse_gene_Ensembl_id	Zebrafish_ortholog_Ensembl_id	Ensembl_gene_tree_id
ENSMUSG00000014349	ENSDARG00000029215	ENSGT00730000110680
ENSMUSG00000090084	ENSDARG00000010318	ENSGT00730000110685
ENSMUSG00000031253	ENSDARG00000034559	ENSGT00730000110685
ENSMUSG00000053475	ENSDARG00000093440	ENSGT00730000110695
ENSMUSG00000056215	ENSDARG00000069698	ENSGT00730000110700
ENSMUSG00000036499	ENSDARG00000062868	ENSGT00730000110715
ENSMUSG00000040219	ENSDARG00000056896	ENSGT00730000110724
ENSMUSG00000042743	ENSDARG00000016769	ENSGT00730000110724
ENSMUSG00000037896	ENSDARG00000031434	ENSGT00730000110737
ENSMUSG00000024968	ENSDARG00000008278	ENSGT00730000110737
ENSMUSG00000022269	ENSDARG00000075212	ENSGT00730000110738
ENSMUSG00000040502	ENSDARG00000055740	ENSGT00730000110738
ENSMUSG00000021661	ENSDARG00000035399	ENSGT00730000110740
ENSMUSG00000036120	ENSDARG00000016730	ENSGT00730000110740
ENSMUSG00000058153	ENSDARG00000076028	ENSGT00730000110744
ENSMUSG00000050350	ENSDARG00000062009	ENSGT00730000110768
ENSMUSG00000032212	ENSDARG00000052728	ENSGT00730000110777
ENSMUSG00000019936	ENSDARG00000056950	ENSGT00730000110781
ENSMUSG00000034330	ENSDARG00000068763	ENSGT00730000110782
ENSMUSG00000016933	ENSDARG00000038442	ENSGT00730000110782
ENSMUSG00000022101	ENSDARG00000023520	ENSGT00730000110785
ENSMUSG00000030732	ENSDARG00000078916	ENSGT00730000110792
ENSMUSG00000046456	ENSDARG00000056144	ENSGT00730000110794
ENSMUSG00000050640	ENSDARG00000069590	ENSGT00730000110794
ENSMUSG00000084989	ENSDARG00000017425	ENSGT00730000110800
ENSMUSG00000029578	ENSDARG00000037871	ENSGT00730000110845
ENSMUSG00000029478	ENSDARG00000000966	ENSGT00730000110846
ENSMUSG00000026628	ENSDARG00000007823	ENSGT00730000110847
ENSMUSG00000032555	ENSDARG00000059322	ENSGT00730000110849
ENSMUSG00000027699	ENSDARG00000007278	ENSGT00730000110849
ENSMUSG00000037683	ENSDARG00000074708	ENSGT00730000110852
ENSMUSG00000031683	ENSDARG00000036995	ENSGT00730000110856
ENSMUSG00000032217	ENSDARG00000078802	ENSGT00730000110863
ENSMUSG00000056770	ENSDARG00000016513	ENSGT00730000110866
ENSMUSG00000022948	ENSDARG00000036592	ENSGT00730000110866
ENSMUSG00000001151	ENSDARG00000033012	ENSGT00730000110871
ENSMUSG00000032621	ENSDARG00000009764	ENSGT00730000110872
ENSMUSG00000023999	ENSDARG00000053240	ENSGT00730000110885
ENSMUSG00000031520	ENSDARG00000069640	ENSGT00730000110889
ENSMUSG00000031380	ENSDARG00000056624	ENSGT00730000110889
ENSMUSG00000020057	ENSDARG00000045561	ENSGT00730000110891
ENSMUSG00000056938	ENSDARG00000027070	ENSGT00730000110900
ENSMUSG00000055531	ENSDARG00000018618	ENSGT00730000110905
ENSMUSG00000021592	ENSDARG00000059714	ENSGT00730000110906
ENSMUSG00000035847	ENSDARG00000071699	ENSGT00730000110906
ENSMUSG00000034285	ENSDARG00000005320	ENSGT00730000110910
ENSMUSG00000038256	ENSDARG00000036687	ENSGT00730000110915
ENSMUSG00000063382	ENSDARG00000055054	ENSGT00730000110915
ENSMUSG00000025730	ENSDARG00000061208	ENSGT00730000110917
ENSMUSG00000025170	ENSDARG00000042410	ENSGT00730000110917
ENSMUSG00000038007	ENSDARG00000077782	ENSGT00730000110920
ENSMUSG00000037225	ENSDARG00000075031	ENSGT00730000110923
ENSMUSG00000036533	ENSDARG00000052783	ENSGT00730000110928
ENSMUSG00000039873	ENSDARG00000062446	ENSGT00730000110931
ENSMUSG00000078681	ENSDARG00000076618	ENSGT00730000110935
ENSMUSG00000028563	ENSDARG00000057042	ENSGT00730000110935
ENSMUSG00000020679	ENSDARG00000006615	ENSGT00730000110937
ENSMUSG00000029556	ENSDARG00000009470	ENSGT00730000110937
ENSMUSG00000020232	ENSDARG00000042045	ENSGT00730000110938
ENSMUSG00000032329	ENSDARG00000031198	ENSGT00730000110938
ENSMUSG00000057948	ENSDARG00000078249	ENSGT00730000110939
ENSMUSG00000039382	ENSDARG00000090219	ENSGT00730000110940
ENSMUSG00000025173	ENSDARG00000021557	ENSGT00730000110940
ENSMUSG00000037300	ENSDARG00000063242	ENSGT00730000110941
ENSMUSG00000079620	ENSDARG00000087190	ENSGT00730000110943
ENSMUSG00000025280	ENSDARG00000071269	ENSGT00730000110946
ENSMUSG00000057778	ENSDARG00000061006	ENSGT00730000110948
ENSMUSG00000037499	ENSDARG00000040192	ENSGT00730000110948
ENSMUSG00000029999	ENSDARG00000053939	ENSGT00730000110951
ENSMUSG00000082361	ENSDARG00000063625	ENSGT00730000110951
ENSMUSG00000030554	ENSDARG00000062350	ENSGT00730000110953
ENSMUSG00000031775	ENSDARG00000062756	ENSGT00730000110954
ENSMUSG00000049940	ENSDARG00000030237	ENSGT00730000110959
ENSMUSG00000063605	ENSDARG00000003872	ENSGT00730000110960
ENSMUSG00000034683	ENSDARG00000038941	ENSGT00730000110965
ENSMUSG00000034449	ENSDARG00000046090	ENSGT00730000110967
ENSMUSG00000042672	ENSDARG00000056077	ENSGT00730000110972
ENSMUSG00000020393	ENSDARG00000062579	ENSGT00730000110973
ENSMUSG00000032491	ENSDARG00000057143	ENSGT00730000110974
ENSMUSG00000071669	ENSDARG00000077317	ENSGT00730000110975
ENSMUSG00000060548	ENSDARG00000041869	ENSGT00730000110978
ENSMUSG00000068129	ENSDARG00000089946	ENSGT00730000110979
ENSMUSG00000050222	ENSDARG00000010700	ENSGT00730000110983
ENSMUSG00000026921	ENSDARG00000043376	ENSGT00730000110993
ENSMUSG00000026502	ENSDARG00000004460	ENSGT00730000111005
ENSMUSG00000034243	ENSDARG00000061951	ENSGT00730000111007
ENSMUSG00000020713	ENSDARG00000038185	ENSGT00730000111012
ENSMUSG00000038733	ENSDARG00000006812	ENSGT00730000111021
ENSMUSG00000032113	ENSDARG00000014385	ENSGT00730000111032
ENSMUSG00000044026	ENSDARG00000063268	ENSGT00730000111035
ENSMUSG00000021645	ENSDARG00000018494	ENSGT00730000111041
ENSMUSG00000057637	ENSDARG00000076451	ENSGT00730000111050
ENSMUSG00000027810	ENSDARG00000044479	ENSGT00730000111053
ENSMUSG00000021952	ENSDARG00000010281	ENSGT00730000111055
ENSMUSG00000026335	ENSDARG00000042071	ENSGT00730000111058
ENSMUSG00000029036	ENSDARG00000086848	ENSGT00730000111059
ENSMUSG00000022635	ENSDARG00000045691	ENSGT00730000111061
ENSMUSG00000102976	ENSDARG00000009754	ENSGT00730000111062
ENSMUSG00000026083	ENSDARG00000016548	ENSGT00730000111064
ENSMUSG00000029191	ENSDARG00000054799	ENSGT00730000111066
ENSMUSG00000024660	ENSDARG00000077270	ENSGT00730000111073
ENSMUSG00000002129	ENSDARG00000041887	ENSGT00730000111077
ENSMUSG00000028180	ENSDARG00000044332	ENSGT00730000111078
ENSMUSG00000018809	ENSDARG00000060983	ENSGT00730000111079
ENSMUSG00000028809	ENSDARG00000001244	ENSGT00730000111080
ENSMUSG00000027259	ENSDARG00000012986	ENSGT00730000111081
ENSMUSG00000063800	ENSDARG00000039213	ENSGT00730000111085
ENSMUSG00000028532	ENSDARG00000061590	ENSGT00730000111095
ENSMUSG00000029439	ENSDARG00000005980	ENSGT00730000111096
ENSMUSG00000058503	ENSDARG00000013863	ENSGT00730000111097
ENSMUSG00000033307	ENSDARG00000071336	ENSGT00730000111101
ENSMUSG00000020720	ENSDARG00000052377	ENSGT00730000111110
ENSMUSG00000063895	ENSDARG00000033965	ENSGT00730000111111
ENSMUSG00000038369	ENSDARG00000071272	ENSGT00730000111114
ENSMUSG00000027822	ENSDARG00000020085	ENSGT00730000111115
ENSMUSG00000025024	ENSDARG00000056235	ENSGT00730000111118
ENSMUSG00000035472	ENSDARG00000060564	ENSGT00730000111119
ENSMUSG00000014074	ENSDARG00000026757	ENSGT00730000111120
ENSMUSG00000021681	ENSDARG00000060109	ENSGT00730000111121
ENSMUSG00000090112	ENSDARG00000075884	ENSGT00730000111123
ENSMUSG00000037958	ENSDARG00000015221	ENSGT00730000111127
ENSMUSG00000024400	ENSDARG00000018272	ENSGT00730000111130
ENSMUSG00000037296	ENSDARG00000043177	ENSGT00730000111133
ENSMUSG00000041777	ENSDARG00000044418	ENSGT00730000111135
ENSMUSG00000036613	ENSDARG00000043417	ENSGT00730000111137
ENSMUSG00000028248	ENSDARG00000069855	ENSGT00730000111138
ENSMUSG00000012114	ENSDARG00000014292	ENSGT00730000111140
ENSMUSG00000022961	ENSDARG00000079732	ENSGT00730000111141
ENSMUSG00000029422	ENSDARG00000042534	ENSGT00730000111142
ENSMUSG00000031671	ENSDARG00000043986	ENSGT00730000111144
ENSMUSG00000027881	ENSDARG00000053101	ENSGT00730000111145
ENSMUSG00000052488	ENSDARG00000021812	ENSGT00730000111147
ENSMUSG00000070883	ENSDARG00000077928	ENSGT00730000111149
ENSMUSG00000073102	ENSDARG00000042182	ENSGT00730000111150
ENSMUSG00000024072	ENSDARG00000030957	ENSGT00730000111152
ENSMUSG00000047694	ENSDARG00000054433	ENSGT00730000111156
ENSMUSG00000020994	ENSDARG00000015851	ENSGT00730000111160
ENSMUSG00000035297	ENSDARG00000043732	ENSGT00730000111161
ENSMUSG00000022000	ENSDARG00000037177	ENSGT00730000111163
ENSMUSG00000060181	ENSDARG00000045493	ENSGT00730000111164
ENSMUSG00000025916	ENSDARG00000057632	ENSGT00730000111169
ENSMUSG00000002486	ENSDARG00000035605	ENSGT00730000111170
ENSMUSG00000039103	ENSDARG00000057317	ENSGT00730000111176
ENSMUSG00000048982	ENSDARG00000027472	ENSGT00730000111179
ENSMUSG00000039795	ENSDARG00000009178	ENSGT00730000111180
ENSMUSG00000031556	ENSDARG00000035515	ENSGT00730000111181
ENSMUSG00000033900	ENSDARG00000037276	ENSGT00730000111184
ENSMUSG00000049504	ENSDARG00000086302	ENSGT00730000111188
ENSMUSG00000030760	ENSDARG00000093366	ENSGT00730000111189
ENSMUSG00000017478	ENSDARG00000062506	ENSGT00730000111190
ENSMUSG00000003354	ENSDARG00000032005	ENSGT00730000111193
ENSMUSG00000036598	ENSDARG00000006981	ENSGT00730000111196
ENSMUSG00000029502	ENSDARG00000062511	ENSGT00730000111197
ENSMUSG00000026504	ENSDARG00000078947	ENSGT00730000111198
ENSMUSG00000037151	ENSDARG00000040301	ENSGT00730000111199
ENSMUSG00000058761	ENSDARG00000042825	ENSGT00730000111203
ENSMUSG00000022131	ENSDARG00000039329	ENSGT00730000111205
ENSMUSG00000072082	ENSDARG00000034763	ENSGT00730000111208
ENSMUSG00000057722	ENSDARG00000070961	ENSGT00730000111209
ENSMUSG00000032221	ENSDARG00000060169	ENSGT00730000111210
ENSMUSG00000044155	ENSDARG00000091656	ENSGT00730000111212
ENSMUSG00000059327	ENSDARG00000074591	ENSGT00730000111220
ENSMUSG00000035394	ENSDARG00000069762	ENSGT00730000111221
ENSMUSG00000036941	ENSDARG00000045095	ENSGT00730000111224
ENSMUSG00000018921	ENSDARG00000079313	ENSGT00730000111225
ENSMUSG00000001666	ENSDARG00000044751	ENSGT00730000111233
ENSMUSG00000051339	ENSDARG00000075349	ENSGT00730000111235
ENSMUSG00000001158	ENSDARG00000035625	ENSGT00730000111237
ENSMUSG00000030346	ENSDARG00000045853	ENSGT00730000111239
ENSMUSG00000038987	ENSDARG00000090068	ENSGT00730000111240
ENSMUSG00000029557	ENSDARG00000075368	ENSGT00730000111241
ENSMUSG00000039578	ENSDARG00000075919	ENSGT00730000111248
ENSMUSG00000034544	ENSDARG00000033987	ENSGT00730000111251
ENSMUSG00000003227	ENSDARG00000053363	ENSGT00730000111254
ENSMUSG00000061028	ENSDARG00000061742	ENSGT00730000111260
ENSMUSG00000035578	ENSDARG00000068678	ENSGT00730000111263
ENSMUSG00000047261	ENSDARG00000015775	ENSGT00730000111265
ENSMUSG00000021194	ENSDARG00000008829	ENSGT00730000111266
ENSMUSG00000048483	ENSDARG00000075170	ENSGT00730000111268
ENSMUSG00000027160	ENSDARG00000003582	ENSGT00730000111271
ENSMUSG00000073565	ENSDARG00000075358	ENSGT00730000111273
ENSMUSG00000059383	ENSDARG00000089709	ENSGT00730000111274
ENSMUSG00000015095	ENSDARG00000005642	ENSGT00730000111276
ENSMUSG00000006389	ENSDARG00000039222	ENSGT00730000111277
ENSMUSG00000024778	ENSDARG00000043586	ENSGT00730000111280
ENSMUSG00000063760	ENSDARG00000060944	ENSGT00730000111285
ENSMUSG00000066456	ENSDARG00000036754	ENSGT00730000111287
ENSMUSG00000048807	ENSDARG00000009459	ENSGT00730000111291
ENSMUSG00000043518	ENSDARG00000077251	ENSGT00730000111296
ENSMUSG00000041120	ENSDARG00000031898	ENSGT00730000111304
ENSMUSG00000047992	ENSDARG00000045457	ENSGT00730000111308
ENSMUSG00000047496	ENSDARG00000087782	ENSGT00730000111317
ENSMUSG00000018819	ENSDARG00000027310	ENSGT00730000111324
ENSMUSG00000057594	ENSDARG00000059498	ENSGT00730000111327
ENSMUSG00000068732	ENSDARG00000059400	ENSGT00730000111341
ENSMUSG00000029601	ENSDARG00000035551	ENSGT00730000111354
ENSMUSG00000073002	ENSDARG00000068262	ENSGT00730000111371
ENSMUSG00000056758	ENSDARG00000069912	ENSGT00730000111387
ENSMUSG00000078670	ENSDARG00000068709	ENSGT00730000111392
ENSMUSG00000050677	ENSDARG00000035963	ENSGT00730000111440
ENSMUSG00000028946	ENSDARG00000076857	ENSGT00730000111482
ENSMUSG00000044860	ENSDARG00000096854	ENSGT00730000111515
ENSMUSG00000079051	ENSDARG00000071165	ENSGT00730000111673
ENSMUSG00000024030	ENSDARG00000063475	ENSGT00740000114855
ENSMUSG00000040505	ENSDARG00000063078	ENSGT00740000114855
ENSMUSG00000001632	ENSDARG00000046136	ENSGT00740000114866
ENSMUSG00000037315	ENSDARG00000019614	ENSGT00740000114866
ENSMUSG00000025764	ENSDARG00000033707	ENSGT00740000114866
ENSMUSG00000020387	ENSDARG00000053389	ENSGT00740000114866
ENSMUSG00000029629	ENSDARG00000061458	ENSGT00740000114866
ENSMUSG00000029335	ENSDARG00000060526	ENSGT00740000114888
ENSMUSG00000023279	ENSDARG00000037491	ENSGT00740000114888
ENSMUSG00000018238	ENSDARG00000003229	ENSGT00740000114888
ENSMUSG00000027082	ENSDARG00000034718	ENSGT00740000114929
ENSMUSG00000029664	ENSDARG00000061351	ENSGT00740000114929
ENSMUSG00000046442	ENSDARG00000026499	ENSGT00740000114971
ENSMUSG00000026181	ENSDARG00000005786	ENSGT00740000114971
ENSMUSG00000026309	ENSDARG00000040615	ENSGT00740000114971
ENSMUSG00000037826	ENSDARG00000010655	ENSGT00740000114971
ENSMUSG00000035033	ENSDARG00000004712	ENSGT00740000115029
ENSMUSG00000001444	ENSDARG00000004473	ENSGT00740000115029
ENSMUSG00000026815	ENSDARG00000079947	ENSGT00740000115096
ENSMUSG00000061136	ENSDARG00000058467	ENSGT00740000115182
ENSMUSG00000055415	ENSDARG00000076230	ENSGT00740000115303
ENSMUSG00000020063	ENSDARG00000068064	ENSGT00740000115330
ENSMUSG00000020775	ENSDARG00000039667	ENSGT00740000115401
ENSMUSG00000019838	ENSDARG00000020984	ENSGT00740000115479
ENSMUSG00000033965	ENSDARG00000089969	ENSGT00740000115479
ENSMUSG00000100512	ENSDARG00000079995	ENSGT00740000115492
ENSMUSG00000024922	ENSDARG00000076472	ENSGT00740000115492
ENSMUSG00000043020	ENSDARG00000088049	ENSGT00740000115518
ENSMUSG00000022019	ENSDARG00000025421	ENSGT00740000115530
ENSMUSG00000034126	ENSDARG00000055027	ENSGT00740000115531
ENSMUSG00000039254	ENSDARG00000067670	ENSGT00740000115531
ENSMUSG00000036377	ENSDARG00000011602	ENSGT00740000115532
ENSMUSG00000015149	ENSDARG00000011488	ENSGT00740000115546
ENSMUSG00000025486	ENSDARG00000035819	ENSGT00740000115546
ENSMUSG00000028217	ENSDARG00000005112	ENSGT00740000115559
ENSMUSG00000031881	ENSDARG00000077570	ENSGT00740000115559
ENSMUSG00000091415	ENSDARG00000021913	ENSGT00740000115564
ENSMUSG00000055385	ENSDARG00000090319	ENSGT00740000115581
ENSMUSG00000028910	ENSDARG00000032326	ENSGT00740000115589
ENSMUSG00000025001	ENSDARG00000057738	ENSGT00740000115593
ENSMUSG00000034154	ENSDARG00000070432	ENSGT00740000115601
ENSMUSG00000020657	ENSDARG00000070916	ENSGT00740000115604
ENSMUSG00000022601	ENSDARG00000017886	ENSGT00740000115614
ENSMUSG00000062961	ENSDARG00000067841	ENSGT00740000115643
ENSMUSG00000031652	ENSDARG00000057491	ENSGT00750000117218
ENSMUSG00000051396	ENSDARG00000058030	ENSGT00750000117237
ENSMUSG00000029192	ENSDARG00000003520	ENSGT00750000117238
ENSMUSG00000029174	ENSDARG00000062081	ENSGT00750000117238
ENSMUSG00000033083	ENSDARG00000075156	ENSGT00750000117238
ENSMUSG00000011831	ENSDARG00000070839	ENSGT00750000117238
ENSMUSG00000011832	ENSDARG00000052766	ENSGT00750000117238
ENSMUSG00000026721	ENSDARG00000061757	ENSGT00750000117238
ENSMUSG00000025265	ENSDARG00000017473	ENSGT00750000117280
ENSMUSG00000049969	ENSDARG00000021141	ENSGT00750000117280
ENSMUSG00000027419	ENSDARG00000019451	ENSGT00750000117358
ENSMUSG00000030513	ENSDARG00000090857	ENSGT00750000117358
ENSMUSG00000021587	ENSDARG00000002600	ENSGT00750000117358
ENSMUSG00000060969	ENSDARG00000009510	ENSGT00750000117365
ENSMUSG00000001504	ENSDARG00000001785	ENSGT00750000117365
ENSMUSG00000052396	ENSDARG00000019228	ENSGT00750000117391
ENSMUSG00000030747	ENSDARG00000018846	ENSGT00750000117391
ENSMUSG00000039375	ENSDARG00000075098	ENSGT00750000117536
ENSMUSG00000025246	ENSDARG00000060438	ENSGT00750000117536
ENSMUSG00000043850	ENSDARG00000042863	ENSGT00750000117609
ENSMUSG00000049530	ENSDARG00000070321	ENSGT00750000117609
ENSMUSG00000050866	ENSDARG00000091434	ENSGT00750000117609
ENSMUSG00000050919	ENSDARG00000040116	ENSGT00750000117653
ENSMUSG00000021893	ENSDARG00000076931	ENSGT00750000117668
ENSMUSG00000037326	ENSDARG00000060600	ENSGT00750000117668
ENSMUSG00000079436	ENSDARG00000043443	ENSGT00750000117737
ENSMUSG00000010796	ENSDARG00000004823	ENSGT00750000117756
ENSMUSG00000031980	ENSDARG00000016412	ENSGT00750000117773
ENSMUSG00000042472	ENSDARG00000008218	ENSGT00760000118771
ENSMUSG00000028890	ENSDARG00000090180	ENSGT00760000118771
ENSMUSG00000067860	ENSDARG00000071497	ENSGT00760000118771
ENSMUSG00000041703	ENSDARG00000016022	ENSGT00760000118771
ENSMUSG00000036972	ENSDARG00000031307	ENSGT00760000118771
ENSMUSG00000035580	ENSDARG00000062640	ENSGT00760000118772
ENSMUSG00000030897	ENSDARG00000069383	ENSGT00760000118772
ENSMUSG00000005864	ENSDARG00000060287	ENSGT00760000118772
ENSMUSG00000026322	ENSDARG00000061940	ENSGT00760000118774
ENSMUSG00000028747	ENSDARG00000016095	ENSGT00760000118774
ENSMUSG00000027983	ENSDARG00000026548	ENSGT00760000118775
ENSMUSG00000030670	ENSDARG00000056587	ENSGT00760000118775
ENSMUSG00000039084	ENSDARG00000045071	ENSGT00760000118777
ENSMUSG00000046070	ENSDARG00000037836	ENSGT00760000118777
ENSMUSG00000030029	ENSDARG00000075625	ENSGT00760000118777
ENSMUSG00000032913	ENSDARG00000078561	ENSGT00760000118777
ENSMUSG00000020105	ENSDARG00000079363	ENSGT00760000118777
ENSMUSG00000023176	ENSDARG00000063518	ENSGT00760000118777
ENSMUSG00000047953	ENSDARG00000062303	ENSGT00760000118777
ENSMUSG00000052316	ENSDARG00000070792	ENSGT00760000118777
ENSMUSG00000060780	ENSDARG00000052713	ENSGT00760000118777
ENSMUSG00000050234	ENSDARG00000070357	ENSGT00760000118780
ENSMUSG00000020081	ENSDARG00000074509	ENSGT00760000118781
ENSMUSG00000048337	ENSDARG00000043341	ENSGT00760000118781
ENSMUSG00000027009	ENSDARG00000061186	ENSGT00760000118782
ENSMUSG00000090210	ENSDARG00000002507	ENSGT00760000118782
ENSMUSG00000042284	ENSDARG00000074316	ENSGT00760000118782
ENSMUSG00000030830	ENSDARG00000044670	ENSGT00760000118782
ENSMUSG00000026768	ENSDARG00000078717	ENSGT00760000118782
ENSMUSG00000027087	ENSDARG00000006314	ENSGT00760000118782
ENSMUSG00000034664	ENSDARG00000018687	ENSGT00760000118782
ENSMUSG00000056529	ENSDARG00000042370	ENSGT00760000118784
ENSMUSG00000052229	ENSDARG00000062030	ENSGT00760000118784
ENSMUSG00000073008	ENSDARG00000079826	ENSGT00760000118784
ENSMUSG00000027765	ENSDARG00000076845	ENSGT00760000118784
ENSMUSG00000044359	ENSDARG00000053570	ENSGT00760000118784
ENSMUSG00000048779	ENSDARG00000042595	ENSGT00760000118784
ENSMUSG00000052821	ENSDARG00000058246	ENSGT00760000118784
ENSMUSG00000037944	ENSDARG00000044561	ENSGT00760000118785
ENSMUSG00000047880	ENSDARG00000010514	ENSGT00760000118785
ENSMUSG00000040856	ENSDARG00000077725	ENSGT00760000118786
ENSMUSG00000047428	ENSDARG00000076247	ENSGT00760000118786
ENSMUSG00000028369	ENSDARG00000013526	ENSGT00760000118786
ENSMUSG00000038146	ENSDARG00000052139	ENSGT00760000118786
ENSMUSG00000027878	ENSDARG00000043130	ENSGT00760000118786
ENSMUSG00000047793	ENSDARG00000044433	ENSGT00760000118786
ENSMUSG00000063681	ENSDARG00000062245	ENSGT00760000118786
ENSMUSG00000036766	ENSDARG00000061031	ENSGT00760000118786
ENSMUSG00000039167	ENSDARG00000013653	ENSGT00760000118787
ENSMUSG00000039116	ENSDARG00000054137	ENSGT00760000118787
ENSMUSG00000021575	ENSDARG00000052618	ENSGT00760000118788
ENSMUSG00000004328	ENSDARG00000041169	ENSGT00760000118788
ENSMUSG00000015522	ENSDARG00000021855	ENSGT00760000118788
ENSMUSG00000015709	ENSDARG00000058449	ENSGT00760000118788
ENSMUSG00000026715	ENSDARG00000042684	ENSGT00760000118789
ENSMUSG00000070687	ENSDARG00000054124	ENSGT00760000118795
ENSMUSG00000021721	ENSDARG00000093745	ENSGT00760000118795
ENSMUSG00000027335	ENSDARG00000024101	ENSGT00760000118795
ENSMUSG00000022705	ENSDARG00000032131	ENSGT00760000118795
ENSMUSG00000020793	ENSDARG00000020853	ENSGT00760000118797
ENSMUSG00000000766	ENSDARG00000039434	ENSGT00760000118797
ENSMUSG00000021457	ENSDARG00000008186	ENSGT00760000118799
ENSMUSG00000026117	ENSDARG00000015752	ENSGT00760000118799
ENSMUSG00000001583	ENSDARG00000069433	ENSGT00760000118799
ENSMUSG00000062312	ENSDARG00000026294	ENSGT00760000118799
ENSMUSG00000049928	ENSDARG00000078548	ENSGT00760000118800
ENSMUSG00000032492	ENSDARG00000020957	ENSGT00760000118800
ENSMUSG00000060924	ENSDARG00000058353	ENSGT00760000118803
ENSMUSG00000028804	ENSDARG00000001559	ENSGT00760000118803
ENSMUSG00000062585	ENSDARG00000039970	ENSGT00760000118804
ENSMUSG00000038668	ENSDARG00000044213	ENSGT00760000118804
ENSMUSG00000044199	ENSDARG00000074851	ENSGT00760000118804
ENSMUSG00000045092	ENSDARG00000042690	ENSGT00760000118804
ENSMUSG00000067586	ENSDARG00000087622	ENSGT00760000118804
ENSMUSG00000043895	ENSDARG00000036548	ENSGT00760000118804
ENSMUSG00000041468	ENSDARG00000062934	ENSGT00760000118804
ENSMUSG00000046743	ENSDARG00000045665	ENSGT00760000118805
ENSMUSG00000012819	ENSDARG00000007561	ENSGT00760000118805
ENSMUSG00000055333	ENSDARG00000018923	ENSGT00760000118805
ENSMUSG00000023473	ENSDARG00000055825	ENSGT00760000118805
ENSMUSG00000021186	ENSDARG00000039273	ENSGT00760000118806
ENSMUSG00000055632	ENSDARG00000079327	ENSGT00760000118806
ENSMUSG00000066842	ENSDARG00000016936	ENSGT00760000118806
ENSMUSG00000028284	ENSDARG00000020469	ENSGT00760000118807
ENSMUSG00000030890	ENSDARG00000056964	ENSGT00760000118807
ENSMUSG00000078365	ENSDARG00000069744	ENSGT00760000118807
ENSMUSG00000001127	ENSDARG00000054533	ENSGT00760000118807
ENSMUSG00000061578	ENSDARG00000094526	ENSGT00760000118807
ENSMUSG00000040086	ENSDARG00000086933	ENSGT00760000118807
ENSMUSG00000042724	ENSDARG00000013491	ENSGT00760000118807
ENSMUSG00000031853	ENSDARG00000079473	ENSGT00760000118807
ENSMUSG00000039899	ENSDARG00000019861	ENSGT00760000118809
ENSMUSG00000031594	ENSDARG00000087772	ENSGT00760000118809
ENSMUSG00000033831	ENSDARG00000008969	ENSGT00760000118809
ENSMUSG00000033860	ENSDARG00000037281	ENSGT00760000118809
ENSMUSG00000038742	ENSDARG00000020265	ENSGT00760000118809
ENSMUSG00000027460	ENSDARG00000076787	ENSGT00760000118809
ENSMUSG00000031465	ENSDARG00000014946	ENSGT00760000118809
ENSMUSG00000059406	ENSDARG00000029841	ENSGT00760000118810
ENSMUSG00000066975	ENSDARG00000024548	ENSGT00760000118812
ENSMUSG00000042240	ENSDARG00000053512	ENSGT00760000118812
ENSMUSG00000021061	ENSDARG00000030490	ENSGT00760000118813
ENSMUSG00000029925	ENSDARG00000002249	ENSGT00760000118816
ENSMUSG00000021464	ENSDARG00000076227	ENSGT00760000118818
ENSMUSG00000035305	ENSDARG00000015176	ENSGT00760000118818
ENSMUSG00000028072	ENSDARG00000004586	ENSGT00760000118818
ENSMUSG00000007379	ENSDARG00000073738	ENSGT00760000118819
ENSMUSG00000031024	ENSDARG00000037363	ENSGT00760000118819
ENSMUSG00000038024	ENSDARG00000059571	ENSGT00760000118819
ENSMUSG00000040687	ENSDARG00000003495	ENSGT00760000118819
ENSMUSG00000035392	ENSDARG00000014592	ENSGT00760000118819
ENSMUSG00000029088	ENSDARG00000088100	ENSGT00760000118820
ENSMUSG00000046093	ENSDARG00000070491	ENSGT00760000118820
ENSMUSG00000000263	ENSDARG00000012019	ENSGT00760000118821
ENSMUSG00000033676	ENSDARG00000023771	ENSGT00760000118821
ENSMUSG00000029212	ENSDARG00000076127	ENSGT00760000118821
ENSMUSG00000029054	ENSDARG00000059763	ENSGT00760000118821
ENSMUSG00000034066	ENSDARG00000016429	ENSGT00760000118823
ENSMUSG00000026383	ENSDARG00000032324	ENSGT00760000118823
ENSMUSG00000028434	ENSDARG00000061398	ENSGT00760000118823
ENSMUSG00000049122	ENSDARG00000059885	ENSGT00760000118823
ENSMUSG00000019978	ENSDARG00000060497	ENSGT00760000118823
ENSMUSG00000044938	ENSDARG00000039066	ENSGT00760000118825
ENSMUSG00000040387	ENSDARG00000003576	ENSGT00760000118825
ENSMUSG00000055707	ENSDARG00000053876	ENSGT00760000118825
ENSMUSG00000022750	ENSDARG00000088807	ENSGT00760000118825
ENSMUSG00000043929	ENSDARG00000001930	ENSGT00760000118825
ENSMUSG00000055675	ENSDARG00000059272	ENSGT00760000118825
ENSMUSG00000020866	ENSDARG00000089913	ENSGT00760000118827
ENSMUSG00000051331	ENSDARG00000008398	ENSGT00760000118827
ENSMUSG00000024064	ENSDARG00000023448	ENSGT00760000118828
ENSMUSG00000021130	ENSDARG00000053190	ENSGT00760000118828
ENSMUSG00000031608	ENSDARG00000057303	ENSGT00760000118828
ENSMUSG00000026828	ENSDARG00000061709	ENSGT00760000118828
ENSMUSG00000026994	ENSDARG00000063724	ENSGT00760000118828
